addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,geometry,index_right,BASE_DATE,ADM_CD,ADM_NM
경기도 광주시 초월읍 설월길 29,,31,,음식,음식점,한식,2745692,39,20210916011226,http://tong.visitkorea.or.kr/cms/resource/09/2759009_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/09/2759009_image2_1.png,Type3,127.2846583,37.42543725,6.0,20240820101231,5.0,,다미정,12740,POINT (127.2846583 37.42543725),906,20240630,31250120,초월읍
경기도 광주시 초월읍 진새골길 184,,31,0.0,인문(문화/예술/역사),문화시설,미술관/화랑,2737289,14,20210830185731,http://tong.visitkorea.or.kr/cms/resource/73/2973673_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2973673_image3_1.jpg,Type3,127.2711497,37.38038945,6.0,20241218192009,5.0,,닻미술관,12735,POINT (127.2711497 37.38038945),906,20240630,31250120,초월읍
경기도 광주시 태중로 20 티큐브,1층,31,,음식,음식점,이색음식점,2894243,39,20221102164614,http://tong.visitkorea.or.kr/cms/resource/74/2894174_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2894174_image3_1.jpg,Type3,127.2275477,37.39352048,6.0,20240226144435,5.0,,포카페,12781,POINT (127.2275477 37.39352048),2322,20240630,31250580,광남1동
경기도 광주시 태허정로 608,,31,,음식,음식점,카페/전통찻집,2894277,39,20221102165055,http://tong.visitkorea.or.kr/cms/resource/57/2894257_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2894257_image3_1.jpg,Type3,127.2820454,37.49744552,6.0,20240628172357,5.0,,팔당빵집,12709,POINT (127.2820454 37.49744552),2160,20240630,31250360,남종면
경기도 광주시 퇴촌면 가새골길 85,,31,0.0,인문(문화/예술/역사),문화시설,전시관,130476,14,20071106105955,,,,127.3219989,37.44284147,6.0,20241125162303,5.0,,일본군'위안부'역사관,12715,POINT (127.3219989 37.44284147),910,20240630,31250350,퇴촌면
경기도 광주시 퇴촌면 관음리,,31,,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,3082235,12,20230919104031,http://tong.visitkorea.or.kr/cms/resource/28/3082228_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/28/3082228_image3_1.JPG,Type3,127.3300088,37.45940358,6.0,20240116152939,5.0,,퇴촌 맛다냐 딸기 체험농장,12713,POINT (127.3300088 37.45940358),910,20240630,31250350,퇴촌면
경기도 광주시 퇴촌면 산수로 1159,,31,0.0,자연,자연관광지,자연생태관광지,630741,12,20081001222505,,,,127.3051305,37.45925315,6.0,20250317175629,5.0,,경안천 습지생태공원,12714,POINT (127.3051305 37.45925315),910,20240630,31250350,퇴촌면
경기도 광주시 퇴촌면 산수로 894,,31,,음식,음식점,중식,2742109,39,20210909193027,http://tong.visitkorea.or.kr/cms/resource/48/2745448_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/48/2745448_image2_1.png,Type3,127.315969,37.43750309,6.0,20240814171144,5.0,,퇴촌돌짜장,12715,POINT (127.315969 37.43750309),910,20240630,31250350,퇴촌면
경기도 광주시 퇴촌면 석둔길 3,,31,,음식,음식점,한식,134345,39,20040105090000,http://tong.visitkorea.or.kr/cms/resource/23/1956823_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/1956823_image3_1.jpg,Type3,127.3718489,37.47796053,6.0,20240808174613,5.0,031-767-2855,흙토담골,12712,POINT (127.3718489 37.47796053),910,20240630,31250350,퇴촌면
경기도 광주시 퇴촌면 영동길 38,,31,0.0,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,612352,12,20080820224658,http://tong.visitkorea.or.kr/cms/resource/56/2481956_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2481956_image2_1.jpg,Type3,127.3806482,37.4728835,6.0,20250117151227,5.0,,영동리 토속음식마을,12712,POINT (127.3806482 37.4728835),910,20240630,31250350,퇴촌면
경기도 광주시 퇴촌면 정영로 315,,31,0.0,인문(문화/예술/역사),산업관광지,기타,2750853,12,20210928235814,,,,127.3260922,37.46734981,6.0,20250319100333,5.0,,퇴촌식물원,12711,POINT (127.3260922 37.46734981),910,20240630,31250350,퇴촌면
경기도 광주시 퇴촌면 정영로 580-3,,31,,음식,음식점,한식,1810707,39,20130510193402,http://tong.visitkorea.or.kr/cms/resource/88/1809988_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/1809988_image3_1.jpg,Type3,127.3511758,37.47791571,6.0,20250319110718,5.0,031-767-9852,쇠뫼기,12711,POINT (127.3511758 37.47791571),910,20240630,31250350,퇴촌면
경기도 광주시 퇴촌면 정영로 776,,31,,음식,음식점,한식,2764964,39,20211029200821,http://tong.visitkorea.or.kr/cms/resource/83/2764983_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2764983_image2_1.jpg,Type3,127.3665799,37.47892699,6.0,20250115140102,5.0,,대복식당불고기가게(대복식당),12712,POINT (127.3665799 37.47892699),910,20240630,31250350,퇴촌면
경기도 광주시 퇴촌면 정영로 941-9,,31,,음식,음식점,서양식,1810727,39,20130510204216,http://tong.visitkorea.or.kr/cms/resource/02/1810002_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/1810002_image3_1.jpg,Type3,127.38387,37.47678033,6.0,20241223165123,5.0,031-767-0558,라또마떼,12712,POINT (127.38387 37.47678033),910,20240630,31250350,퇴촌면
경기도 광주시 퇴촌면 천진암로 1142,,31,0.0,자연,자연관광지,계곡,2751263,12,20210929201103,http://tong.visitkorea.or.kr/cms/resource/65/3335265_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/3335265_image3_1.jpg,Type3,127.370281,37.427633,6.0,20250314142117,5.0,,천진암계곡,12716,POINT (127.370281 37.427633),910,20240630,31250350,퇴촌면
경기도 광주시 퇴촌면 천진암로 1203,,31,0.0,인문(문화/예술/역사),역사관광지,종교성지,125541,12,20031017090000,http://tong.visitkorea.or.kr/cms/resource/81/3345781_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/3345781_image3_1.jpg,Type3,127.3827939,37.42441416,6.0,20250314170937,5.0,,천진암 성지,12716,POINT (127.3827939 37.42441416),910,20240630,31250350,퇴촌면
경기도 광주시 퇴촌면 천진암로 1203-1,,31,0.0,자연,자연관광지,산,125451,12,20030417090000,,,,127.393593,37.42112029,6.0,20240530105441,5.0,,앵자봉,12716,POINT (127.393593 37.42112029),910,20240630,31250350,퇴촌면
경기도 광주시 퇴촌면 천진암로 1243,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2740098,28,20210906201233,http://tong.visitkorea.or.kr/cms/resource/16/2762816_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2762816_image2_1.jpg,Type3,127.3767473,37.42218097,6.0,20240524112525,5.0,,경기도청소년야영장,12716,POINT (127.3767473 37.42218097),910,20240630,31250350,퇴촌면
경기도 광주시 퇴촌면 천진암로 327-7,,31,,음식,음식점,한식,2792657,39,20211213193021,http://tong.visitkorea.or.kr/cms/resource/86/2797686_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2797686_image2_1.jpg,Type3,127.3081159,37.47277386,6.0,20240812112017,5.0,,퇴촌석갈비,12711,POINT (127.3081159 37.47277386),910,20240630,31250350,퇴촌면
경기도 광주시 퇴촌면 천진암로 515-14,,31,,음식,음식점,한식,2757823,39,20211016002052,http://tong.visitkorea.or.kr/cms/resource/93/2786993_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/93/2786993_image2_1.png,Type3,127.3262784,37.46401687,6.0,20240805132411,5.0,,예전한정식,12713,POINT (127.3262784 37.46401687),910,20240630,31250350,퇴촌면
경기도 광주시 퇴촌면 천진암로 578,,31,,음식,음식점,한식,2742071,39,20210909191114,http://tong.visitkorea.or.kr/cms/resource/83/2745483_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/83/2745483_image2_1.png,Type3,127.329781,37.45961744,6.0,20240919094140,5.0,,털보셀프바베큐,12713,POINT (127.329781 37.45961744),910,20240630,31250350,퇴촌면
경기도 광주시 퇴촌면 천진암로 768,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2761872,28,20211026003839,http://tong.visitkorea.or.kr/cms/resource/60/2797260_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2797260_image2_1.jpg,Type3,127.344555,37.4493439,6.0,20240604130921,5.0,,신선계곡야영장,12713,POINT (127.344555 37.4493439),910,20240630,31250350,퇴촌면
경기도 광주시 퇴촌면 태허정로 267-54,(퇴촌면),31,0.0,자연,자연관광지,수목원,523284,12,20080320222015,,,,127.2703556,37.46952355,6.0,20241104135432,5.0,,율봄식물원,12710,POINT (127.2703556 37.46952355),910,20240630,31250350,퇴촌면
경기도 광주시 파발로 145,1층,31,,음식,음식점,한식,2863010,39,20221004140152,http://tong.visitkorea.or.kr/cms/resource/96/2862996_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2862996_image3_1.jpg,Type3,127.2546336,37.41390749,6.0,20240207152025,5.0,,구이사 꼬막 요리 전문점 경기광주본점,12755,POINT (127.2546336 37.41390749),2127,20240630,31250540,경안동
경기도 광주시 파발로 38 (쌍령동),,31,0.0,인문(문화/예술/역사),휴양관광지,공원,2751292,12,20210929225346,,,,127.262083,37.40992475,6.0,20250319093557,5.0,,청석공원,12757,POINT (127.262083 37.40992475),922,20240630,31250560,쌍령동
경기도 광주시 파발로 61,,31,,음식,음식점,한식,2855177,39,20220919150244,http://tong.visitkorea.or.kr/cms/resource/67/2855167_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2855167_image3_1.jpg,Type3,127.262044,37.41248279,6.0,20240130140740,5.0,,청석가든,12757,POINT (127.262044 37.41248279),2127,20240630,31250540,경안동
경기도 광주시 포돌이로 12-10,,31,,음식,음식점,카페/전통찻집,2894490,39,20221103094859,http://tong.visitkorea.or.kr/cms/resource/83/2894483_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/83/2894483_image3_1.jpeg,Type3,127.2503867,37.41550167,6.0,20240228093649,5.0,,이터너티 린 케이크제작소,12751,POINT (127.2503867 37.41550167),2321,20240630,31250570,탄벌동
경기도 광주시 현산로 193,,31,,음식,음식점,서양식,2862189,39,20220929154521,http://tong.visitkorea.or.kr/cms/resource/85/2862185_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2862185_image3_1.jpg,Type3,127.2905528,37.40435647,6.0,20240702160929,5.0,,레반트,12728,POINT (127.2905528 37.40435647),906,20240630,31250120,초월읍
경기도 광주시 회안대로 891,,31,0.0,인문(문화/예술/역사),문화시설,공연장,1732075,14,20121012182751,http://tong.visitkorea.or.kr/cms/resource/65/3034865_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/3034865_image3_1.jpg,Type3,127.2547054,37.42676711,6.0,20240603162211,5.0,,광주시문화재단 남한산성아트홀,12746,POINT (127.2547054 37.42676711),2128,20240630,31250550,송정동
경기도 광주시 회안대로 949,,31,,음식,음식점,한식,2877238,39,20221027134206,http://tong.visitkorea.or.kr/cms/resource/37/2877237_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2877237_image3_1.jpg,Type3,127.2591271,37.43136666,6.0,20240620153728,5.0,,밀목손만두얼큰칼국수,12738,POINT (127.2591271 37.43136666),2128,20240630,31250550,송정동
경기도 광주시 회안대로1583번길 19-10,,31,,음식,음식점,카페/전통찻집,2893754,39,20221102143352,http://tong.visitkorea.or.kr/cms/resource/14/2893714_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2893714_image3_1.jpg,Type3,127.24453,37.47298935,6.0,20240226155548,5.0,,에제르카페,12701,POINT (127.24453 37.47298935),2161,20240630,31250380,남한산성면
경기도 광주시 회안대로1583번길 41,,31,,음식,음식점,한식,2862145,39,20220929153045,http://tong.visitkorea.or.kr/cms/resource/43/2862143_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2862143_image3_1.jpg,Type3,127.2421774,37.47430582,6.0,20240628174843,5.0,,설맥바베큐,12701,POINT (127.2421774 37.47430582),2161,20240630,31250380,남한산성면
경기도 광주시 회안대로1583번길 9,,31,,음식,음식점,한식,2855153,39,20220919145431,http://tong.visitkorea.or.kr/cms/resource/40/2855140_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2855140_image3_1.jpg,Type3,127.2454244,37.47384482,6.0,20240130141121,5.0,,은고개가든,12701,POINT (127.2454244 37.47384482),2161,20240630,31250380,남한산성면
경기도 구리시 갈매길 153-13,,31,,음식,음식점,한식,2837288,39,20220816170950,http://tong.visitkorea.or.kr/cms/resource/83/2837283_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/83/2837283_image3_1.JPG,Type3,127.1133569,37.63261288,6.0,20240214174007,6.0,,본추어탕,11903,POINT (127.1133569 37.63261288),2331,20240630,31120510,갈매동
경기도 구리시 갈매길 18,,31,,음식,음식점,한식,2850392,39,20220906161435,http://tong.visitkorea.or.kr/cms/resource/82/2850382_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2850382_image3_1.jpg,Type3,127.1071216,37.62185013,6.0,20250113145811,6.0,,갈매골순두부,11903,POINT (127.1071216 37.62185013),2331,20240630,31120510,갈매동
경기도 구리시 갈매동,,31,,인문(문화/예술/역사),휴양관광지,공원,3007381,12,20230905142819,http://tong.visitkorea.or.kr/cms/resource/84/3443684_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/3443684_image3_1.jpg,Type1,127.1185814,37.63116315,6.0,20241212165245,6.0,,갈매중앙공원,11901,POINT (127.1185814 37.63116315),2331,20240630,31120510,갈매동
경기도 구리시 갈매순환로204번길 31 (갈매동),,31,,음식,음식점,카페/전통찻집,2903718,39,20221109171413,http://tong.visitkorea.or.kr/cms/resource/12/2903712_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2903712_image3_1.jpg,Type3,127.122692,37.63814296,6.0,20240705103624,6.0,,빈플레이버,11901,POINT (127.122692 37.63814296),2331,20240630,31120510,갈매동
경기도 구리시 건원대로 71 청아빌딩,1층,31,,음식,음식점,한식,2903692,39,20221109170853,http://tong.visitkorea.or.kr/cms/resource/81/2903681_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2903681_image3_1.jpg,Type3,127.1388053,37.6074496,6.0,20240703171355,6.0,,봉화화로,11918,POINT (127.1388053 37.6074496),2332,20240630,31120520,동구동
경기도 구리시 건원대로99번길 80-9 구리한증막,1층,31,,음식,음식점,한식,2855658,39,20220920093356,http://tong.visitkorea.or.kr/cms/resource/50/2855650_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2855650_image3_1.jpg,Type3,127.1379803,37.60691631,6.0,20240126140524,6.0,,구리야끼만두,11918,POINT (127.1379803 37.60691631),2332,20240630,31120520,동구동
경기도 구리시 검배로 200,,31,0.0,인문(문화/예술/역사),문화시설,전시관,129549,14,20070514090000,http://tong.visitkorea.or.kr/cms/resource/80/1860080_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/1860080_image3_1.jpg,Type3,127.1612786,37.59196292,6.0,20250108162549,6.0,"031-550-2586, 2903",곤충생태관,11960,POINT (127.1612786 37.59196292),2871,20240630,31120580,수택3동
경기도 구리시 검배로 69,,31,,음식,음식점,한식,2875431,39,20221026101726,http://tong.visitkorea.or.kr/cms/resource/20/2875420_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2875420_image3_1.jpg,Type3,127.1462993,37.59629825,6.0,20240404151249,6.0,,옥화식당,11931,POINT (127.1462993 37.59629825),2869,20240630,31120560,수택1동
경기도 구리시 검배로15번길 25,,31,,음식,음식점,한식,2850376,39,20220906161045,http://tong.visitkorea.or.kr/cms/resource/65/2850365_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2850365_image3_1.jpg,Type3,127.1434717,37.59939229,6.0,20250120130511,6.0,,시골식당,11929,POINT (127.1434717 37.59939229),2869,20240630,31120560,수택1동
경기도 구리시 검배로6번길 31 (수택동),,31,0.0,인문(문화/예술/역사),체험관광지,이색거리,612862,12,20080821180731,,,,127.1399193,37.59959498,6.0,20240823151450,6.0,,돌다리 곱창골목,11928,POINT (127.1399193 37.59959498),2869,20240630,31120560,수택1동
경기도 구리시 경춘로 212 (수택동) 1층,,31,,쇼핑,쇼핑,사후면세점,2931083,38,20221101141343,http://tong.visitkorea.or.kr/cms/resource/59/2889259_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2889259_image3_1.jpg,Type3,127.1388693,37.6003421,6.0,20240324140622,6.0,,아리따움 구리돌다리사거리,11927,POINT (127.1388693 37.6003421),2869,20240630,31120560,수택1동
경기도 구리시 경춘로 247,일부및2층,31,,쇼핑,쇼핑,사후면세점,2912588,38,20221031002244,,,,127.142444,37.60199752,6.0,20240323202943,6.0,,아트박스 구리,11922,POINT (127.142444 37.60199752),2333,20240630,31120530,인창동
경기도 구리시 경춘로 247 (인창동 676-5),,31,,쇼핑,쇼핑,사후면세점,2906147,38,20221101160254,http://tong.visitkorea.or.kr/cms/resource/63/2888663_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2888663_image3_1.jpg,Type3,127.142444,37.60199752,6.0,20240324140827,6.0,,올리브영 구리역,11922,POINT (127.142444 37.60199752),2333,20240630,31120530,인창동
경기도 구리시 경춘로 261,,31,,쇼핑,쇼핑,사후면세점,2926529,38,20221030224210,http://tong.visitkorea.or.kr/cms/resource/87/2890387_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2890387_image3_1.jpg,Type3,127.1438105,37.60274468,6.0,20240323145416,6.0,,갤럭시라이프스타일 롯데 구리점,11922,POINT (127.1438105 37.60274468),2333,20240630,31120530,인창동
경기도 구리시 경춘로 261,,31,,쇼핑,쇼핑,사후면세점,2913090,38,20221030215606,http://tong.visitkorea.or.kr/cms/resource/91/2888291_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2888291_image3_1.jpg,Type3,127.1438105,37.60274468,6.0,20240323142644,6.0,,아디다스 롯데구리,11922,POINT (127.1438105 37.60274468),2333,20240630,31120530,인창동
경기도 구리시 경춘로 261,지하2층,31,,쇼핑,쇼핑,사후면세점,2905553,38,20221030221454,http://tong.visitkorea.or.kr/cms/resource/95/2889695_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2889695_image3_1.jpg,Type3,127.1438105,37.60274468,6.0,20240323132231,6.0,,유니클로 롯데구리(신),11922,POINT (127.1438105 37.60274468),2333,20240630,31120530,인창동
경기도 구리시 경춘로 268,,31,,쇼핑,쇼핑,사후면세점,2912393,38,20221031093045,http://tong.visitkorea.or.kr/cms/resource/58/2889958_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2889958_image3_1.jpg,Type3,127.144791,37.60226142,6.0,20240323165633,6.0,,롯데하이마트 구리역점,11930,POINT (127.144791 37.60226142),2869,20240630,31120560,수택1동
경기도 구리시 경춘로 73 서옹메밀막국수,,31,,음식,음식점,한식,2845458,39,20220830094453,http://tong.visitkorea.or.kr/cms/resource/55/2845455_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/55/2845455_image3_1.JPG,Type3,127.1233096,37.6015139,6.0,20240123134452,6.0,,서옹메밀막국수,11950,POINT (127.1233096 37.6015139),3197,20240630,31120540,교문1동
경기도 구리시 경춘로227번길 42,,31,,음식,음식점,한식,2853434,39,20220914152945,http://tong.visitkorea.or.kr/cms/resource/17/2853417_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2853417_image3_1.jpg,Type3,127.1386554,37.60194468,6.0,20240125140018,6.0,,수갈비탕,11926,POINT (127.1386554 37.60194468),2333,20240630,31120530,인창동
경기도 구리시 경춘로242번길 31-13,,31,,음식,음식점,한식,2852889,39,20220914100357,http://tong.visitkorea.or.kr/cms/resource/77/2852877_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2852877_image3_1.jpg,Type3,127.1440494,37.60103933,6.0,20240205154024,6.0,,옹기종기동태탕,11929,POINT (127.1440494 37.60103933),2869,20240630,31120560,수택1동
경기도 구리시 경춘로244번길 12,,31,,음식,음식점,한식,2901900,39,20221108160655,http://tong.visitkorea.or.kr/cms/resource/92/2901892_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2901892_image3_1.jpg,Type3,127.1430773,37.60124207,6.0,20240702153054,6.0,,양촌리화로구이,11929,POINT (127.1430773 37.60124207),2869,20240630,31120560,수택1동
경기도 구리시 경춘로248번길 17 성지빌딩,,31,,음식,음식점,한식,2852926,39,20220914101231,http://tong.visitkorea.or.kr/cms/resource/14/2852914_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2852914_image3_1.jpg,Type3,127.1439438,37.60170036,6.0,20240221143105,6.0,,돌다리집,11930,POINT (127.1439438 37.60170036),2869,20240630,31120560,수택1동
경기도 구리시 경춘로266번길 10 반석블레스,1층,31,,음식,음식점,일식,2850355,39,20220906160541,http://tong.visitkorea.or.kr/cms/resource/42/2850342_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2850342_image3_1.jpg,Type3,127.1446438,37.6019309,6.0,20250121161328,6.0,,안다미로스시,11930,POINT (127.1446438 37.6019309),2869,20240630,31120560,수택1동
경기도 구리시 경춘북로 230,,31,,쇼핑,쇼핑,사후면세점,2902989,38,20221031141022,,,,127.1159427,37.63340173,6.0,20240324121400,6.0,,모다아울렛 구리남양주점,11901,POINT (127.1159427 37.63340173),2331,20240630,31120510,갈매동
경기도 구리시 경춘북로 230 (갈매동),,31,,쇼핑,쇼핑,사후면세점,3306736,38,20240202160209,http://tong.visitkorea.or.kr/cms/resource/55/3313155_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/3313155_image3_1.jpg,Type3,127.1159427,37.63340173,6.0,20240621233610,6.0,,그루브라임모다아울렛구리남양주,11901,POINT (127.1159427 37.63340173),2331,20240630,31120510,갈매동
경기도 구리시 경춘북로 230 (갈매동),,31,,쇼핑,쇼핑,사후면세점,3307188,38,20240202162804,http://tong.visitkorea.or.kr/cms/resource/56/3313956_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/3313956_image3_1.jpg,Type3,127.1159427,37.63340173,6.0,20240621234307,6.0,,더아이잗모다아울렛구리남양주,11901,POINT (127.1159427 37.63340173),2331,20240630,31120510,갈매동
경기도 구리시 경춘북로 230 (갈매동),,31,,쇼핑,쇼핑,사후면세점,3306330,38,20240202160809,http://tong.visitkorea.or.kr/cms/resource/62/3314262_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/3314262_image3_1.jpg,Type3,127.1159427,37.63340173,6.0,20240621234344,6.0,,레노마골프모다아울렛구리남양주,11901,POINT (127.1159427 37.63340173),2331,20240630,31120510,갈매동
경기도 구리시 경춘북로 230 (갈매동),,31,,쇼핑,쇼핑,사후면세점,3307554,38,20240202171053,http://tong.visitkorea.or.kr/cms/resource/97/3314497_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/3314497_image3_1.jpg,Type3,127.1159427,37.63340173,6.0,20240628100118,6.0,,로엠 모다이울렛 구리남양주점,11901,POINT (127.1159427 37.63340173),2331,20240630,31120510,갈매동
경기도 구리시 경춘북로 230 (갈매동),,31,,쇼핑,쇼핑,사후면세점,3305521,38,20240202160552,http://tong.visitkorea.or.kr/cms/resource/37/3312937_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3312937_image3_1.jpg,Type3,127.1159427,37.63340173,6.0,20240621142735,6.0,,리바이스모다아울렛구리남양주,11901,POINT (127.1159427 37.63340173),2331,20240630,31120510,갈매동
경기도 구리시 경춘북로 230 (갈매동),,31,,쇼핑,쇼핑,사후면세점,3306871,38,20240202162507,http://tong.visitkorea.or.kr/cms/resource/65/3313365_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/3313365_image3_1.jpg,Type3,127.1159427,37.63340173,6.0,20240621224051,6.0,,마운티아모다아울렛구리남양주,11901,POINT (127.1159427 37.63340173),2331,20240630,31120510,갈매동
경기도 구리시 경춘북로 230 (갈매동),,31,,쇼핑,쇼핑,사후면세점,3305880,38,20240202171247,http://tong.visitkorea.or.kr/cms/resource/25/3313425_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3313425_image3_1.jpg,Type3,127.1159427,37.63340173,6.0,20240621111229,6.0,,몽크로스,11901,POINT (127.1159427 37.63340173),2331,20240630,31120510,갈매동
경기도 구리시 경춘북로 230 (갈매동),,31,,쇼핑,쇼핑,사후면세점,3307556,38,20240202171401,http://tong.visitkorea.or.kr/cms/resource/02/3314502_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/3314502_image3_1.jpg,Type3,127.1159427,37.63340173,6.0,20240628100128,6.0,,미소페,11901,POINT (127.1159427 37.63340173),2331,20240630,31120510,갈매동
경기도 구리시 경춘북로 230 (갈매동),,31,,쇼핑,쇼핑,사후면세점,3306479,38,20240202164102,http://tong.visitkorea.or.kr/cms/resource/08/3314508_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/3314508_image3_1.jpg,Type3,127.1159427,37.63340173,6.0,20240621105035,6.0,,샤트렌모다아울렛구리남양주,11901,POINT (127.1159427 37.63340173),2331,20240630,31120510,갈매동
경기도 구리시 경춘북로 230 (갈매동),,31,,쇼핑,쇼핑,사후면세점,3307545,38,20240202160117,http://tong.visitkorea.or.kr/cms/resource/66/3314466_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3314466_image3_1.jpg,Type3,127.1159427,37.63340173,6.0,20240621095508,6.0,,스케쳐스모다아울렛구리남양주,11901,POINT (127.1159427 37.63340173),2331,20240630,31120510,갈매동
경기도 구리시 경춘북로 230 (갈매동),,31,,쇼핑,쇼핑,사후면세점,3306953,38,20240202162246,http://tong.visitkorea.or.kr/cms/resource/52/3313552_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/3313552_image3_1.jpg,Type3,127.1159427,37.63340173,6.0,20240621223825,6.0,,아이더모다아울렛구리남양주,11901,POINT (127.1159427 37.63340173),2331,20240630,31120510,갈매동
경기도 구리시 경춘북로 230 (갈매동),,31,,쇼핑,쇼핑,사후면세점,3307136,38,20240202171439,http://tong.visitkorea.or.kr/cms/resource/87/3313887_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/3313887_image3_1.jpg,Type3,127.1159427,37.63340173,6.0,20240621094733,6.0,,엘칸토,11901,POINT (127.1159427 37.63340173),2331,20240630,31120510,갈매동
경기도 구리시 경춘북로 230 (갈매동),,31,,쇼핑,쇼핑,사후면세점,3306290,38,20240202163430,http://tong.visitkorea.or.kr/cms/resource/82/3314182_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3314182_image3_1.jpg,Type3,127.1159427,37.63340173,6.0,20240621103152,6.0,,잇미샤모다아울렛구리남양주,11901,POINT (127.1159427 37.63340173),2331,20240630,31120510,갈매동
경기도 구리시 경춘북로 230 (갈매동),,31,,쇼핑,쇼핑,사후면세점,3305838,38,20240202163728,http://tong.visitkorea.or.kr/cms/resource/60/3313360_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3313360_image3_1.jpg,Type3,127.1159427,37.63340173,6.0,20240621143038,6.0,,조순희모다아울렛구리남양주,11901,POINT (127.1159427 37.63340173),2331,20240630,31120510,갈매동
