contentid,contenttypeid,title,createdtime,modifiedtime,tel,telname,homepage,booktour,firstimage,firstimage2,cpyrhtDivCd,areacode,sigungucode,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel,overview
2753968,39,장터설렁탕,2.0211E+13,2.02501E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/17/2932317_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2932317_image3_1.jpg,Type3,31,13,A05,A0502,A05020200,경기도 수원시 권선구 수인로 257,(구운동),16407,126.9737517,37.28096785,6,"장터설렁탕은 경기 수원시 권선구에 위치한 음식점으로 서수원 버스터미널 인근에 자리하였다. 남녀노소 누구나 즐길 수 있는 전통 건강식으로 좋은 재료와 전통 조리방식을 고수해 진한 국물 맛을 선보이는 음식점이다. 오랜 장터설렁탕의 비법으로 조미료를 사용하지 않아 담백하고, 진하고, 시원한 국물을 맛볼 수 있다. 설렁탕 외에도 다양하고 맛있는 메뉴가 있어 가족들과 함께 외식하기 좋다. 넓은 주차장과 아늑한 실내 인테리어로 가족 단위의 모임을 하기에 좋다."
2904509,39,장터원조국수집,2.02211E+13,2.02407E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/98/2904498_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2904498_image3_1.jpg,Type3,31,27,A05,A0502,A05020100,경기도 파주시 갈현로 31,,10860,126.7203499,37.77225901,6,"경기도 파주시 탄현면 있는 국수 전문점이다. 잔치국수, 비빔국수부터 열무국수, 유부 국수, 명태 국수, 김치말이 국수, 초계 국수, 꼬막 비빔국수, 콩국수, 어묵 국수, 칼국수 등 다양한 국수를 맛볼 수 있다. 메밀냉면, 돈가스, 비빔밥, 덮밥 등도 있으며 사이드 메뉴로는 만두가 있다. 테이블 위에 식초, 간장, 후추, 고춧가루, 고추장, 양념장 등이 있어 취향에 맞게 양념을 추가하여 먹을 수 있다. 비빔국수는 테이블에 있는 양념장을 넣어 먹으면 잘 어울린다. 셀프 코너에는 앞접시 등 추가 그릇과 단무지 등의 반찬, 온 육수가 마련되어 있다. 야외에 대기석도 마련되어 있다."
2831078,39,장흥도깨비방망이,2.02208E+13,2.02402E+13,,,"<a href=""https://www.instagram.com/kkebi77/"" target=""_blank"" title=""새창 : 장흥도깨비방망이 인스타그램으로 이동"">https://www.instagram.com/kkebi77/</a>",,http://tong.visitkorea.or.kr/cms/resource/63/2831063_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2831063_image3_1.jpg,Type3,31,18,A05,A0502,A05020100,경기도 양주시 권율로 427,,11519,126.960537,37.74739399,6,"장흥도깨비방망이는 경기도 양주시 장흥면에 위치한 한식당이다. 발목 높이의 얕은 계곡에 접해 있어 반려견과 들어갈 수 있다. 좌석은 프라이빗한 룸부터 단체석까지 다양하게 구비되어 있다. 주문은 테이블 안내문에 있는 스마트폰 전화를 사용해 문자로 한다. 단체로 송년회 모임 장소로 이용할 수 있으며, 방문객 픽업 차량을 운행한다. 또한, 이곳은 반려동물 동반이 가능하며, 동반 시 독립 온돌방을 무료로 대여 해준다. 
장흥도깨비방망이의 대표메뉴는 이곳만의 특별한 보양식 한방백숙인 토종닭 엄나무 한방백숙과 누룽지한방백숙이다. 이외에도 솥뚜껑에 구워 먹는 삼겹살과 닭볶음탕, 숯불돼지왕갈비 등도 준비되어 있어 다양하게 맛볼 수 있다."
2832319,39,장흥폭포수식당,2.02208E+13,2.02401E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/12/2832312_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2832312_image3_1.jpg,Type3,31,18,A05,A0502,A05020100,경기도 양주시 권율로309번길 169,,11519,126.9504379,37.74549403,6,"경기도 양주시 장흥면 장흥폭포 아래 있는 계곡 음식점이다. 계곡을 사이에 두고 캠핑장과 음식점이 있다. 3층 건물 가운데 1층은 주방과 카운터이다. 한여름에는 계곡을 중심으로 야외테이블을 둔다. 주메뉴는 닭과 오리 백숙이다. 테이블 위 메뉴판의 전화번호로 주문을 하면 된다. 계곡이 가까워 어린이는 튜브로 물놀이를 할 수 있고, 어른은 발을 담그고 더위를 식히기 좋다. 입구 주차장과 제2 주차장을 이용할 수 있다. 장흥유원지에서 가까워 인근에 펜션이 많다.  송추 IC에서 차량으로 약 15분 거리에 있다. 가까이에 기산 저수지, 국립 아세안 자연 휴양림이 있다."
135014,39,장흥회관,2.00506E+13,2.02412E+13,031-635-3710,장흥회관,,,http://tong.visitkorea.or.kr/cms/resource/29/1885129_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/1885129_image3_1.jpg,Type3,31,26,A05,A0502,A05020100,경기도 이천시 중리천로 8-1,,17375,127.4388207,37.28021798,6,"경기도 이천에서 유명한 장흥회관은 1982년 개업하여 한 곳에서 2대째 이어가고 있는 현지인이 운영하는 전골, 찌개류 한식 전문점이다. 매일 신선하고 최고의 재료를 선별하여 조리하고 있으며, 넓은 매장과 단독으로 사용할 수 있는 공간이 마련되어 있어 각종 모임을 위해 단체로 식사하기에 좋은 장소이다."
2842561,39,재벌집,2.02208E+13,2.02401E+13,,,"<a href=""https://jaebeoljib.modoo.at/""target=""_blank"" title=""새창 : 재벌집 사이트로 이동"">https://jaebeoljib.modoo.at/</a>",,,,,31,23,A05,A0502,A05020100,경기도 용인시 처인구 학산로 36,,17044,127.2026043,37.23890737,6,재벌집은 용인시 처인구에 있는 한우 곰탕 전문점이다. 1+이상의 한우 등급만을 사용해서 고아낸 뽀얀 육수 국물에 해독작용과 혈관질환에 좋은 숙주를 넣어서 시원하면서도 고소한 곰탕이 이 집의 대표 메뉴이다. 한우전문점이므로 고기 메뉴는 모두 갖추고 있다. 이 집의 또 다른 대표 메뉴는 육회비빔밥이다. 선홍색 육회와 야채를 버무려 노른자와 함께 비벼 먹는 육회는 신선함과 고소함을 넘어 달콤함이 느껴진다. 넓은 주차장을 갖추고 있어 주차가 편리하며 김량장역에서 도보로 이용이 가능하다.
2903923,39,재이식당,2.02211E+13,2.02406E+13,,,"<a href=""https://www.instagram.com/jei.kitchen/""target=""_blank"" title=""새창 : 재이식당 사이트로 이동"">https://www.instagram.com/jei.kitchen/</a>",,http://tong.visitkorea.or.kr/cms/resource/19/2903919_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2903919_image3_1.jpg,Type3,31,2,A05,A0502,A05020700,경기도 고양시 일산동구 일산로380번길 53,1층,10406,126.783672,37.67079141,6,"재이식당은 경기도 고양시 정발산동, 밤리단길에 있는 베트남 음식 전문점이다. 별도의 주차장이 없어 인근 공영주차장을 이용해야 한다. 녹색 작은 입간판이 놓여 있는 아담한 잔디정원을 지나 매장으로 들어가면 통유리로 된 창가 옆에 나무 소파로 된 4인 좌석이 있고 홀에 2인, 4인 좌석이 골고루 배치되어 있다. 이곳은 한우 소뼈를 우려낸 호치민식 쌀국수가 대표메뉴이며 고수와 양파는 요청 시 제공해준다. 쌀국수 외에도 보코, 볶음밥, 분보싸오, 코코넛커리, 반미띳, 짜조 등 다양한 베트남 현지 음식들과 함께 베트남 맥주를 맛볼 수 있다. 식사 시간에는 항상 대기가 있는 곳으로 입구에 있는 대기 명단에 기록 후 기다리면 된다."
2857941,39,재홍분식,2.02209E+13,2.02407E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/35/2857935_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2857935_image3_1.jpg,Type3,31,28,A05,A0502,A05020100,경기도 평택시 평택3로56번길 13,,17897,127.0949209,36.99393931,6,"50년 전통을 자랑하는 재홍분식은 즉석 떡볶이 맛집이다. 즉석 떡볶이를 주문하면 냄비에 쌀떡, 밀떡, 조랭이떡과 어묵이 푸짐하게 나온다. 여기에 양배추를 비롯한 각종 야채를 함께 넣고 즉석에서 끓여 먹는다. 주문할 때 얘기하면 맵기 조절도 가능하다. 가성비 좋은 인기 메뉴인 즉석 떡볶이 외에 쫄면도 인기 메뉴이며 혼자 오는 고객을 위한 돼지불고기와 제육 덮밥도 준비되어 있다. 별도의 주차 시설이 없어 주변에 적당한 공간을 찾아 주차해야 한다."
2679104,39,재홍분식PLUS,2.0201E+13,2.02103E+13,031-654-5482,재홍분식PLUS,,,http://tong.visitkorea.or.kr/cms/resource/06/2677906_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2677906_image2_1.jpg,Type3,31,28,A05,A0502,A05020100,경기도 평택시 현신로 24,,17868,127.1352978,36.99552595,6,쫄면이 맛있는 분식 전문점이다.
2925370,39,잼앤브레드,2.02211E+13,2.02501E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/64/2925364_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2925364_image3_1.jpg,Type3,31,12,A05,A0502,A05020900,경기도 성남시 분당구 판교공원로1길 16,,13477,127.0917157,37.39114608,6,"경기도 성남시 분당구에 있는 베이커리 카페다. 내부로 들어서면 아기자기한 분위기를 느낄 수 있으며, 야외 테라스 자리는 사진을 예쁘게 찍을 수 있다. 천연발효종과 곡물로 빵을 만들어내며, 18시간 이상 길게 숙성하기 때문에 먹었을 때 속이 편안하다. 빵을 만드는 과정은 통유리를 통해 직접 볼 수 있다. 메뉴 및 가격표는 직접 그린 그림과 글씨로 되어 있어 인상적이다. 바게트, 치아바타, 베이글, 미쉬, 시골식빵, 호두식빵, 사워도우 샌드위치, 시나몬롤, 스콘, 기네스초코케익, 당근호두케익, 피칸파이 등 디저트 메뉴가 다양하게 준비되어 있다. 근처에 판교도서관이 있어 관심 있는 책을 읽을 수 있다."
3472242,39,전곡역 새마을회관,2.02502E+13,2.02502E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/20/3472220_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/3472220_image3_1.jpg,Type3,31,21,A05,A0502,A05020900,경기도 연천군 전곡읍 은전로78번길 80,,11034,127.0696912,38.02498026,6,"전곡역 새마을회관은 새마을운동 시절에 건설되어 현재 자리를 50년 이상 지키고 있는 반백년 역사를 지닌 전곡의 유서 깊은 건물이다. 카페 건물은 전곡 2리 사무소였고, 전곡역 상인협동조합에서 새마을회관 카페로 재탄생 시켰다고 한다. 카페의 모든 우유 메뉴는 일반 우유가 아닌 연천 산양유를 사용하여 만들고 있으며, 연천 딸기로 만든 새마을 산양 딸기라떼, 산양유로 만든 젤라또 등 연천의 로컬푸드를 이용한 특색 있는 음료와 디저트를 판매 중이다. 산양유도 따로 구매가 가능하다."
2839671,39,전국목장연합,2.02208E+13,2.02402E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/69/2839669_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2839669_image3_1.jpg,Type3,31,27,A05,A0502,A05020100,경기도 파주시 사슴벌레로73번길 51,,10861,126.6987433,37.78043268,6,"파주 헤이리 사거리에 있는 정육 식당이다. 유통단계를 최소화해 품질 좋은 한우를 저렴하게 소비자에게 제공한다. 당일 가공 당일 판매를 하고 있어 재료가 신선하다. 직접 면을 뽑아 만드는 함흥냉면도 별미다. 매장은 고기를 구워 먹는 공간과 간단한 식사 공간, 두 곳으로 나뉘어 있다. 구이 고기는 정육코너에서 고기를 골라 선 결제한다. 상차림은 별도 비용이다. 추가 반찬은 샐러드바를 이용한다. 성동 IC에서 금촌 방향 약 1.5km 거리로, 신세계 프리미엄 아울렛에서 차량으로 약 6분 거리에 있다. 대중교통은 서울 합정역, 파주 금촌역에서 버스를 이용하면 된다. 가까이에 헤이리 마을, 파주 장릉, 모두산이 있다."
2782833,39,전라도밥상,2.02111E+13,2.02408E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/47/2782947_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/47/2782947_image2_1.png,Type3,31,27,A05,A0502,A05020100,경기도 파주시 광탄면 기산로 187,,10953,126.9187122,37.77592047,6,"경기도 파주시 광탄면 마장호수 인근에 위치한 한식점이다. 2차선 도로에서 바로 건물과 주차장이 보여 찾기 쉽다. 12가지 반찬과 함께 돌솥밥과 된장찌개 등이 정갈하게 나온다. 인기 메뉴로 불고기 정식, 쌈정식, 묵은지 김치찜 등이 있고 상추, 배추 등 종류별로 푸짐하게 제공되는 쌈 채소가 식욕을 돋운다. 다양한 나물류가 있어 시골밥상을 연상케 하고 테이블과 창가에 다양하고 아기자기한 화분들을 진열해 놓아 시선을 끈다. 식사 후 가까이에 있는 마장호수 주변을 산책해도 좋다"
2751383,39,전라도여수식당,2.02109E+13,2.02407E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/72/2751372_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2751372_image2_1.jpg,Type3,31,18,A05,A0502,A05020100,경기도 양주시 송랑로 81,(만송동),11494,127.0884823,37.79267714,6,"경기도 양주에서 게장 정식을 맛볼 수 있는 전라도여수식당은 암꽃게의 매입가에 따라 꽃게장 정식 가격이 변동될 수 있으나, 정식 주문 시 다양한 반찬들과 함께 나와 푸짐하게 즐길 수 있다. 어린이를 위한 메뉴로 돈가스를 주문할 수 있으며 간장 게장은 포장과 택배도 가능하다."
2893163,39,전라도연탄구이,2.02211E+13,2.02406E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/48/2893148_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/48/2893148_image3_1.JPG,Type3,31,14,A05,A0502,A05020100,경기도 시흥시 서촌상가2길 29 (정왕동),,15036,126.7325468,37.34569496,6,"전라도연탄구이는 경기도 시흥종합버스터미널 인근에 위치한 고깃집이다. 상호에 나와 있는 것처럼 고기를 연탄에 구워 먹는 곳이다. 생삼겹살, 소갈비살, 한우곱창, 돼지껍데기 등 다양한 고기의 종류와 부위가 있다. 묵은지로 끓인 김치찌개도 고기와 함께 먹기 좋아 인기가 많다. 또, 이곳에서는 전라도식 된장국수도 맛볼 수 있다."
2863702,39,전라도정식,2.0221E+13,2.02406E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/97/2863697_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2863697_image3_1.jpg,Type3,31,20,A05,A0502,A05020100,경기도 여주시 가남로 172,,12661,127.5751989,37.22215495,6,"전라도 정식은 경기도 여주시 가남읍에 있는 한정식 전문점이다. 넓은 식당 내부는 쾌적하고 곡성 출신의 요리 경력 30년 주인장이 음식을 직접 만든다. 모든 재료는 국내산을 사용한다. 전라도 정식은 특별히 오전 7시~10시까지 백반을, 오전 11시~오후 2시까지 점심 특선으로 산채비빔밥과 해물순두부를 판매한다. 대표메뉴인 전라도 정식은 제육볶음, 생선구이, 게장무침, 된장찌개, 각종 나물이 돌솥밥과 함께 나온다. 제육볶음은 적당히 매콤하고, 고소하게 구워낸 생선구이는 먹기 좋게 토막 내준다. 된장찌개는 칼칼하면서도 진한 집된장으로 깊은 맛이다. 각종 나물도 정갈하게 나온다. 전라도 정식의 별미는 전채요리로 홍어삼합이 나온다는 것이다. 수육과 홍어, 김치 모두 맛과 질이 좋아 입맛을 돋우기 좋다. 돌솥밥이라 누룽지도 먹을 수 있다. 정식은 조리시간이 30~40분 소요되어 예약하는 것이 좋다. 4km 거리에 프리미엄아울렛, 여주미술관, 달맞이 광장, 금은모래강변공원, 신륵사, 여주도자세상, 세종산림욕장이 있다."
2636949,39,전라도팥칼국수,2.01911E+13,2.02501E+13,031-405-7012,전라도팥칼국수,,,http://tong.visitkorea.or.kr/cms/resource/34/2637334_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2637334_image3_1.jpg,Type3,31,14,A05,A0502,A05020100,경기도 시흥시 동서로857번길 12,,14983,126.8401943,37.38313141,6,"전라도팥칼국수는 20년 넘은 전통을 이어온 팥칼국수 전문점으로, 국내산 팥을 필요한 만큼 갈아 정성껏 팥죽을 만들고 쫄깃한 면발을 넣어 조리한다. 국내산 붉은팥을 사용하며, 팥죽을 만들면 금세 쉬기 때문에 소량씩 만들어 팥칼국수를 제공한다. 게다가 감칠맛이 나는 열무김치를 곁들여 먹으면 묵직했던 속을 풀어줄 수 있는 깊은 맛을 느낄 수 있다."
134472,39,전망대 누룽지삼계탕,2.00408E+13,2.02411E+13,031-942-9696,전망대 누룽지삼계탕,"<a href=""http://pajunoorungji.modoo.at/"" target=""_blank"" title=""새창 : 전망대 누룽지삼계탕 홈페이지로 이동"">http://pajunoorungji.modoo.at</a>",,,,,31,27,A05,A0502,A05020100,경기도 파주시 탄현면 새오리로 215-36,,10858,126.6870326,37.80375753,6,"‘전망대 누룽지 삼계탕’은 우리 토종닭을 굵은 인삼, 맛있는 밤, 대추 등과 몸에 좋은 한약재를 함께 넣고 오랜 시간 삶아서 그 육질이 쫄깃하고 맛이 담백하여 사계절 영양식으로 안성맞춤이며, 찹쌀누룽지 죽은 풍부한 맛과 구수한 향이 별미로 남녀노소 누구나 부담 없이 즐길 수 있어 온 가족이 함께 먹기에 적당하다. 
바로 강 건너 북한이 보이는 특별한 전망과 가을, 겨울이면 하늘을 뒤덮는 철새들의 장관은 해 질 무렵의 낙조와 함께 좋은 추억이 될 것이다."
1177415,39,전망대횟집,2.01101E+13,2.02412E+13,"031-681-8333, 031-682-0098, 010-5382-8332",전망대횟집,,,,,,31,28,A05,A0502,A05020100,경기도 평택시 포승읍 연암길 98-1,,17962,126.8455555,36.96206913,6,"전망대 횟집은 경기도 평택시에 위치하였으며 서해안 별미인 굴탕과 굴밥 간장게장 꽃게탕, 꽃게찜, 세꼬시 등을 선보인다.
주인 부부가 직접 농사지은 야채로 음식을 만들어 내고 있는 집이다. 2008년 2월 22일 KBS 2 TV VJ 특공대에 방영, KBS 맛집으로 선정되었다. 간장게장 정식과 굴밥은 좋은 품질의 쌀로 밥을 지어 제공한다."
2748979,39,전복명가,2.02109E+13,2.02412E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/55/2748955_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/55/2748955_image2_1.jpeg,Type3,31,24,A05,A0502,A05020100,경기도 의왕시 학현로 158,(학의동),16012,127.0136424,37.38547034,6,경기도 의왕시 학의동에 위치한 ‘전복 명가’는 전복요리 전문점이다. 싱싱한 전복으로 다양한 메뉴를 분지하고 있으며 특히 전복 정식과 전복 물회가 인기이다. 모든 메뉴는 포장이 가능하지만 싱싱한 해산물을 현장에서 직접 맛보는 것을 추천한다. 별로의 룸이 있어 다양한 식사 모임이 가능하다. 식사 후 커피를 마시며 휴식을 취할 수 있는 공간이 마련되어 있다.
2851317,39,전복촌,2.02209E+13,2.02501E+13,,,"<a href=""https://junbokchon.modoo.at/""target=""_blank"" title=""새창 : 전복촌 사이트로 이동"">https://junbokchon.modoo.at/</a>",,http://tong.visitkorea.or.kr/cms/resource/08/2851308_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/08/2851308_image3_1.jpeg,Type3,31,24,A05,A0502,A05020100,경기도 의왕시 의일로 7,,16016,127.004513,37.37409372,6,"전복촌은 경기도 의왕시 학의동에 있는 전복 요리 전문점이다. 전복 갈비찜, 전복 버터구이, 전복회, 전복삼계탕, 전복 돈가스 등 다양한 전복 요리를 판매하고 있다. 코스요리를 주문하면 다양한 전복요리를 한 자리에서 맛볼 수 있다. 총 2층 건물로 250석이 있으며 2층에는 테라스도 있다. 주차장도 넓어서 약 100여 대를 동시에 주차할 수 있다. TV 방송에도 여러 차례 소개된 맛집이다. ‘덜어 먹기 가능한 도구 비치’, ‘위생적 수저 관리’ , ‘종사자 마스크 착용’을 준수하는 곳으로 지자체의 인증을 받은 음식점이다. 근처에 백운호수가 있어 둘러보기 좋다."
2865563,39,전설의갈비와불쭈꾸미,2.0221E+13,2.02405E+13,,,"<a href=""https://www.instagram.com/hidodo65/""target=""_blank"" title=""새창 : 전설의갈비와불쭈꾸미 사이트로 이동"">https://www.instagram.com/hidodo65/</a>",,http://tong.visitkorea.or.kr/cms/resource/51/2865551_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2865551_image3_1.jpg,Type3,31,31,A05,A0502,A05020100,경기도 화성시 3.1만세로 1021,,18595,126.9021347,37.12755656,6,전설의갈비와불쭈꾸미는 경기 화성시 향남읍에 있는 갈비와 주꾸미 전문 식당이다. 신선한 생꼬들살과 손으로 세척한 매콤한 주꾸미볶음이 맛있는 집이다. 반찬은 매장에서 모두 직접 만들어 제공하고 있다. 고기 품질도 좋고 식감도 좋은 특수 부위들이라 특별한 맛을 즐길 수 있다. 주꾸미는 매운 양념을 해서 주꾸미볶음만 먹을 수도 있고 통마늘과 삼겹살을 함께 넣어 볶음 불통삼으로 먹을 수도 있다. 고기를 다 먹은 후에는 냉면으로 산뜻하게 입가심을 할 수 있다. 점심에 방문한다면 좀 더 합리적인 가격으로 시그니처 메뉴를 즐길 수 있는 점심 특선을 판매하고 있다. 주차는 전용 주차장이 있어 편리하게 이용할 수 있다.
2834698,39,전원일기,2.02208E+13,2.02406E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/90/2834690_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2834690_image3_1.jpg,Type3,31,23,A05,A0502,A05020100,경기도 용인시 처인구 한터로662번길 73 전원일기,,17155,127.2787553,37.25518742,6,"용인시 처인구에 있는 쪽갈비, 오리로스 맛집으로 일행들끼리 편하게 개별 룸에서 음식을 즐길 수 있는 식당이다. 내부 외부 분위기가 깔끔하고 양념이 강하지 않아 재료 본연의 맛을 즐기는 고객들에게 인기가 좋다. 근처에 한터낚시터가 있어 낚시를 즐기는 고객도 많은 편이며 가족 행사를 할 경우 독립적인 개별 룸이 필요한 가족 단위의 고객이 많다. 고기를 다 먹은 후 가벼운 식사로 먹는 치즈볶음밥은 만드는 재미와 고소한 밥맛까지 즐길 수 있다. 볶음밥 위에 치즈를 얹어 만드는 누룽지 치즈 볶음밥 말이는 이 집의 인기 메뉴이다. 어른을 모시고 간 경우 느끼한 것을 싫어하신다면 김치볶음밥을 선택할 수 있다.
※ 반려동물 동반 불가"
2862658,39,전주곰탕고산로54,2.0221E+13,2.02402E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/47/2862647_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/47/2862647_image3_1.JPG,Type3,31,9,A05,A0502,A05020100,경기도 남양주시 고산로 54,,12268,127.172222,37.59435728,6,"경기도 남양주시 고산로 54에 있는 곰탕 전문점이다. 상호가 곧 주소이기 때문에 외우기 쉽고 찾아가기에도 수월하다. KBS2 생생정보에서 가마솥곰탕 맛집으로 두 번이나 소개되었으며, SBS 생방송 투데이에서도 꼬리곰탕 맛집으로 소개되었다. 단단한 사골의 진한 육수와 신선한 고기로 정성껏 끓여낸 맛있는 곰탕으로 유명하다. 한우 소머리곰탕, 양지곰탕, 차돌곰탕, 도가니탕, 꼬리곰탕, 소머리수육, 도가니찜 등 여러 가지 메뉴를 맛볼 수 있다. 배추김치와 깍두기는 직접 덜어 먹을 수 있게 테이블 위에 놓여 있다. 매장 앞 주차장이 넓어서 주차하기에 편리하다."
2757718,39,전주우렁쌈밥,2.0211E+13,2.02412E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/38/2786438_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/38/2786438_image3_1.png,Type3,31,5,A05,A0502,A05020100,경기도 광주시 곤지암읍 광여로 890,,12720,127.4109757,37.38910765,6,"경기도 광주시 곤지암읍에 있는 해장국과 쌈밥 전문 음식점이다. 새벽 5시에 여는 아침에는 콩나물해장국과 콩나물국밥, 다슬기해장국을 저렴하게 맛볼 수 있다. 양평에서 직배송되는 신선한 쌈 채소와 서천 황소 우렁이 농장에서 공수한 우렁을 쌈밥의 재료로 사용한다. 신선한 쌈채소는 무한리필이다. 가까이에 동 곤지암 IC가 있다."
2862044,39,전주웰빙새알팥죽,2.02209E+13,2.02407E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/25/2862025_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/25/2862025_image3_1.JPG,Type3,31,27,A05,A0502,A05020100,경기도 파주시 문향로17번길 21,,10823,126.7849611,37.85373122,6,"경기도 파주시 문산읍에 있는 팥죽 전문점이다. 팥죽이나 팥칼국수를 먹으면 보리밥이 서비스로 제공된다. 일요일은 정기 휴무일이지만, 동짓날인 경우는 영업한다. 문산역 1번 출구에서 약 350m 거리에 있어 대중교통 이용도 편리하다. 팥죽에는 밥알이 들어가지 않고 옹심이만 들어가기 때문에 새알을 듬뿍 담아준다. 양이 많아서 매장에서 보리밥만 먹고 팥죽은 별도로 포장해 가는 경우가 많다. 주차는 건물 뒤편에 있다. 주차 공간이 부족할 경우, 문산광역보건소 앞에 주차할 수 있다. 문산자유시장, 통일공원과 가깝다."
2654452,39,전주콩나물한우국밥,2.02004E+13,2.02204E+13,032-613-3131,전주콩나물한우국밥,,,http://tong.visitkorea.or.kr/cms/resource/03/2661103_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/03/2661103_image2_1.jpeg,Type3,31,11,A05,A0502,A05020100,경기도 부천시 심곡로9번길 33,,14711,126.7779805,37.48298538,6,경기도 부천시에 있는 한식당이다. 전주식 콩나물국밥을 경험할 수 있다. 대표메뉴는 콩나물국밥이다.
2914867,39,전주해장국,2.02211E+13,2.02407E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/55/2914855_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2914855_image3_1.jpg,Type3,31,29,A05,A0502,A05020100,경기도 포천시 금강로 2964,,11188,127.2653013,37.8280068,6,"전주해장국은 포천시 내촌면에 있는 해장국 맛집이다. 근처에 골프장이 많아서 새벽 라운딩을 나온 골퍼들이 아침 식사를 위해 즐겨 찾는다. 대표 메뉴는 전주식으로 팔팔 끓여 낸 전주 해장국, 선지를 듬뿍 넣은 선지해장국, 시원한 콩나물이 주재료인 콩나물국밥이다. 반찬도 배추김치, 깍두기, 마늘종 장아찌로 단출하며 항아리에서 직접 먹을 만큼 덜어 먹을 수 있다. 주차장은 매장 앞에 널찍해서 이용이 편리하다. 식사하는 방문객들도 많지만, 포장 손님도 많다. 새벽 4시부터 영업을 시작해 나들잇길에 오가며 찾기 좋은 해장국집이다."
1195574,39,전통손두부닭갈비,2.01102E+13,2.02412E+13,031-582-3629,전통손두부닭갈비,,,,,,31,1,A05,A0502,A05020100,경기도 가평군 가평읍 북한강변로 1131,,12422,127.519548,37.81102733,6,"경기도 가평군 가평읍 달전1리마을회관 맞은편에 위치한 전통손두부닭갈비는 흙으로 지어진 기와집으로 시골의 조용한 가정집을 연상시키며, 실내에는 25개의 좌식테이블이 준비되어 있다. 잣, 콩, 쌀, 김치, 닭고기는 국내산을 사용하고 있으며, 식자재의 원산지를 자세하게 설명해 놓았다."
2753913,39,정가네능이백숙,2.0211E+13,2.02501E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/21/2754221_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2754221_image2_1.jpg,Type3,31,12,A05,A0502,A05020100,경기도 성남시 분당구 서현로247번길 9,(서현동),13572,127.1295596,37.3853141,6,"정가네 능이 백숙은 서현 먹자골목에 위치한 백숙 전문점이다.  메뉴는 능이 닭백숙, 능이 오리백숙, 묵은지 닭볶음탕이 있으며 국내산 토종닭만을 사용한다. 능이버섯은 항암, 당뇨, 비만, 고혈압, 천식, 중풍, 어혈제거에 효능이 있어 성인들에게 좋은 건강식품이다. 밑반찬도 정갈하게 나온다. 식당 내부는 깔끔하고 신발을 벗고 슬리퍼로 갈아 신고 입장해야 한다. 끓이고 준비하는 시간이 오래 걸리고 재료 소진의 가능성이 있으므로 전화로 사전예약을 하고 방문하는 것이 좋다. 부모님과 함께 가족모임 하기 좋은 식당이다."
