addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
서울특별시 서초구 서래로7길 16,,1,,A05,A0502,A05020200,403534,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/73/400673_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/400673_image3_1.jpg,Type3,126.9974601,37.49884301,6.0,20241200000000.0,15,02-593-4660,톰볼라,6576
서울특별시 강남구 논현로79길 62 (역삼동),,1,,A05,A0502,A05020100,403515,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/24/400624_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/400624_image3_1.jpg,Type3,127.0339707,37.49633006,6.0,20250300000000.0,1,02-556-3677,고래불,6239
"서울특별시 용산구 한남대로 60 (한남동, 금호리첸시아)",상가 D동 119호,1,,A05,A0502,A05020200,403509,39,20080100000000.0,,,,127.0079498,37.53453627,6.0,20241200000000.0,21,02-795-1405,두에꼬제,4419
서울특별시 종로구 자하문로16길 5-5,,1,,A05,A0502,A05020200,403407,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/22/400322_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/400322_image3_1.jpg,Type3,126.971349,37.58179957,6.0,20250100000000.0,23,02-734-5233,까델루뽀,3042
서울특별시 송파구 위례성대로12길 6,,1,,A05,A0502,A05020100,403386,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/84/3474784_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/3474784_image3_1.jpg,Type3,127.1224928,37.51316581,6.0,20250300000000.0,18,02-415-7131,우리강산,5636
서울특별시 송파구 위례성대로 14 (방이동),지하 1층,1,,A05,A0502,A05020400,403384,39,20080100000000.0,,,,127.1139712,37.51664581,6.0,20250300000000.0,18,02-422-8886,어양,5545
서울특별시 송파구 오금로11길 7-12,,1,,A05,A0502,A05020100,403381,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/96/3474796_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3474796_image3_1.jpg,Type3,127.1077385,37.51487368,6.0,20250300000000.0,18,02-421-8163,샛집남원추어탕,5542
서울특별시 성북구 창경궁로43길 9,,1,,A05,A0502,A05020100,403337,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/96/1961396_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/1961396_image3_1.jpg,Type3,127.0043375,37.58848272,6.0,20241200000000.0,17,02-762-1924,국시집,2880
서울특별시 노원구 공릉로63길 13,,1,,A05,A0502,A05020100,403323,39,20080100000000.0,,,,127.0705524,37.63493684,6.0,20250300000000.0,9,02-979-6400,참누렁소가든,1830
서울특별시 마포구 성지1길 6,,1,,A05,A0502,A05020200,403305,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/37/400037_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/400037_image3_1.jpg,Type3,126.9137747,37.54825521,6.0,20241200000000.0,13,02-338-2100,그릭조이,4071
서울특별시 성북구 성북로 154 (성북동),,1,,A05,A0502,A05020100,403283,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/79/399979_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/399979_image3_1.jpg,Type3,126.9927189,37.5946179,6.0,20250400000000.0,17,,국화정원,2838
서울특별시 노원구 동일로217가길 23,(상계동),1,,A05,A0502,A05020100,403226,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/32/399832_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/399832_image3_1.jpg,Type3,127.0591056,37.65333172,6.0,20241200000000.0,9,02-3392-3344,우정낙지,1762
서울특별시 도봉구 도봉산4나길 12-10,,1,,A05,A0502,A05020100,403194,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/49/399749_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/399749_image3_1.jpg,Type3,127.0431867,37.68786352,6.0,20241200000000.0,10,02-955-3396,갯마을풍천장어,1301
서울특별시 종로구 우정국로 38-13 (견지동),,1,,A05,A0502,A05020100,403093,39,20080100000000.0,,,,126.983912,37.57281473,6.0,20250300000000.0,23,02-733-6526,이문설농탕,3149
서울특별시 노원구 동일로217가길 23,,1,,A05,A0502,A05020100,403090,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/68/399468_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/399468_image3_1.jpg,Type3,127.0591056,37.65333172,6.0,20241200000000.0,9,02-930-5400,동해복집,1762
서울특별시 노원구 동일로217가길 39,,1,,A05,A0502,A05020100,403087,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/63/399463_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/399463_image3_1.jpg,Type3,127.0582502,37.65312895,6.0,20241200000000.0,9,02-938-5142,고바우소곱창,1762
서울특별시 노원구 화랑로 449-10,,1,,A05,A0502,A05020100,403084,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/54/399454_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/399454_image3_1.jpg,Type3,127.0773105,37.61888883,6.0,20250100000000.0,9,02-972-8737,장미삼계탕,1849
서울특별시 중구 서애로 26,,1,,A05,A0502,A05020100,403081,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/39/3077639_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/39/3077639_image3_1.JPG,Type3,126.9970195,37.56044695,6.0,20240600000000.0,24,02-2266-2611,필동면옥,4624
서울특별시 중구 서소문로11길 14,,1,,A05,A0502,A05020100,403068,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/58/3082958_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/58/3082958_image3_1.png,Type3,126.973091,37.56359338,6.0,20240600000000.0,24,02-754-1547,청송옥,4515
서울특별시 중구 명동10길 29 (명동2가),,1,,A05,A0502,A05020100,403053,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/00/3111400_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/00/3111400_image3_1.JPG,Type3,126.9855955,37.5625965,6.0,20250300000000.0,24,0507-1366-5348,명동교자,4537
서울특별시 중구 을지로1길 38,,1,,A05,A0502,A05020100,403044,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/72/3083872_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/72/3083872_image3_1.JPG,Type3,126.979882,37.56779857,6.0,20240900000000.0,24,02-777-3891,무교동 북어국집,4522
서울특별시 종로구 종로32길 23-5,,1,,A05,A0502,A05020100,403027,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/95/399295_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/399295_image3_1.jpg,Type3,127.0014244,37.57023756,6.0,20241200000000.0,23,02-2279-8449,오라이등심,3195
서울특별시 종로구 북촌로 18 (재동),,1,,A05,A0502,A05020200,403024,39,20080100000000.0,,,,126.9858672,37.57845577,6.0,20250300000000.0,23,02-766-8771,로씨니,3059
서울특별시 종로구 인사동길 15-13,,1,,A05,A0502,A05020100,403018,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/36/3474836_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3474836_image3_1.jpg,Type3,126.9859146,37.57205929,6.0,20250300000000.0,23,02-733-2135,종가집,3162
서울특별시 강북구 한천로 1153 (수유동),,1,,A05,A0502,A05020100,403004,39,20080100000000.0,,,,127.0169569,37.64692892,6.0,20250300000000.0,3,02-900-7797,서당골 수유본점,1038
서울특별시 종로구 삼청로 127,,1,,A05,A0502,A05020100,402998,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/08/399208_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/399208_image3_1.jpg,Type3,126.9815507,37.58672973,6.0,20241200000000.0,23,02-738-4231,온마을,3049
서울특별시 종로구 삼청로 113-1 (삼청동),,1,,A05,A0502,A05020700,402996,39,20080100000000.0,,,,126.9818063,37.58559376,6.0,20250300000000.0,23,02-730-7002,소선재,3049
서울특별시 종로구 삼청로 101-1,,1,,A05,A0502,A05020100,402994,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/12/3082712_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3082712_image3_1.jpg,Type3,126.9819035,37.58460498,6.0,20240500000000.0,23,02-735-2965,삼청동수제비,3049
서울특별시 종로구 성균관로6길 9 (명륜2가),,1,,A05,A0502,A05020700,402988,39,20080100000000.0,,,,126.9975799,37.58496356,6.0,20250300000000.0,23,02-763-6050,페르시안궁전,3074
서울특별시 종로구 새문안로9길 29-1,,1,,A05,A0502,A05020100,402985,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/70/399170_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/399170_image3_1.jpg,Type3,126.9753878,37.57136474,6.0,20241200000000.0,23,"02-737-7484,7483",한라의집,3183
서울특별시 종로구 인사동14길 27,,1,,A05,A0502,A05020100,402976,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/46/399146_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/399146_image3_1.jpg,Type3,126.9851868,37.57516447,6.0,20241000000000.0,23,"02-730-9311,9301",뉘조,3146
서울특별시 종로구 인사동길 30-13,(관훈동),1,,A05,A0502,A05020700,402970,39,20080100000000.0,,,,126.9863034,37.57385354,6.0,20240900000000.0,23,02-735-0312,산촌,3148
서울특별시 용산구 녹사평대로40길 48,(이태원동),1,,A05,A0502,A05020700,402929,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/05/399005_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/399005_image3_1.jpg,Type3,126.9884099,37.53437483,6.0,20250100000000.0,21,02-796-9330,부다스벨리 이태원,4345
서울특별시 용산구 회나무로44길 10 라쿠치나,,1,,A05,A0502,A05020200,402926,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/99/398999_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/398999_image3_1.jpg,Type3,126.9964729,37.54060203,6.0,20241200000000.0,21,02-794-6006,라 쿠치나,4346
서울특별시 용산구 서빙고로 56 (한강로3가),,1,,A05,A0502,A05020100,402897,39,20080100000000.0,,,,126.9703535,37.5230897,6.0,20250300000000.0,21,02-795-2277,갯마을,4388
서울특별시 노원구 동일로174길 37-8,,1,,A05,A0502,A05020100,402888,39,20080100000000.0,,,,127.0776771,37.61957764,6.0,20250300000000.0,9,02-972-7016,제일콩집,1849
서울특별시 노원구 동일로 1019,,1,,A05,A0502,A05020100,402885,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/78/398878_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/398878_image3_1.jpg,Type3,127.0741608,37.62107185,6.0,20241200000000.0,9,02-949-3047,칠형제우리감자탕,1858
서울특별시 강남구 도산대로70길 34 (청담동),1층,1,,A05,A0502,A05020200,402880,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/62/398862_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/398862_image3_1.jpg,Type3,127.0448857,37.52151345,6.0,20241000000000.0,1,02-516-6317,미 피아체,6064
서울특별시 종로구 돈화문로11다길 5,,1,,A05,A0502,A05020100,398384,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/15/3474815_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/3474815_image3_1.jpg,Type3,126.9902864,37.5728815,6.0,20250300000000.0,23,02-743-1384,찬양집,3133
서울특별시 종로구 인사동길 19-11,,1,,A05,A0502,A05020900,398376,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/11/3459011_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/11/3459011_image3_1.JPG,Type1,126.9858591,37.57236481,6.0,20250100000000.0,23,02-735-6678,아름다운차박물관,3162
서울특별시 종로구 인사동10길 11-3 (관훈동),,1,,A05,A0502,A05020100,398373,39,20080100000000.0,,,,126.9854257,37.57432291,6.0,20250300000000.0,23,02-733-9240,개성만두 궁,3146
서울특별시 강남구 압구정로50길 7,,1,,A05,A0502,A05020100,398363,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/90/1290490_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/1290490_image3_1.jpg,Type3,127.0386083,37.52779316,6.0,20250100000000.0,1,02-549-1459,개화옥,6018
서울특별시 관악구 신림로59길 14,,1,,A05,A0502,A05020100,398356,39,20080100000000.0,,,,126.928789,37.48335191,6.0,20241200000000.0,5,02-884-7565,또순이원조순대,8776
서울특별시 중구 다산로35길 5,,1,,A05,A0502,A05020100,398352,39,20080100000000.0,,,,127.015115,37.56322196,6.0,20240500000000.0,24,02-2232-8930,마복림할머니집,4611
서울특별시 종로구 삼청로 122-1,(삼청동),1,,A05,A0502,A05020900,398350,39,20080100000000.0,,,,126.9818479,37.58631034,6.0,20240900000000.0,23,02-734-5302,서울서둘째로잘하는집,3053
서울특별시 종로구 삼청로 131-1 (삼청동),,1,,A05,A0502,A05020100,398346,39,20080100000000.0,,,,126.9815507,37.58730189,6.0,20250300000000.0,23,02-725-1697,다락정,3049
서울특별시 종로구 삼청로 136-1,,1,,A05,A0502,A05020100,398345,39,20080100000000.0,,,,126.9818701,37.5874741,6.0,20241200000000.0,23,02-739-6742,눈나무집,3050
서울특별시 중구 세종대로 76,,1,,A05,A0502,A05020100,398344,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/75/1290675_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/1290675_image3_1.jpg,Type3,126.9768491,37.56291019,6.0,20250300000000.0,24,02-752-9504,현대칼국수,4526
서울특별시 중구 남대문로1길 39,,1,,A05,A0502,A05020100,398342,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/58/1290658_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/1290658_image3_1.jpg,Type3,126.977249,37.56285465,6.0,20241200000000.0,24,02-752-6449,삼성 빨간양념 숯불구이,4526
서울특별시 중구 명동3길 8,(명동1가),1,,A05,A0502,A05020300,398339,39,20080100000000.0,http://tong.visitkorea.or.kr/cms/resource/34/1717734_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/1717734_image3_1.jpg,Type3,126.9835762,37.56401019,6.0,20250100000000.0,24,"02-776-5300, 02-775-5300",명동돈가스,4534
서울특별시 구로구 경인로 398,,1,,A05,A0502,A05020100,323408,39,20071200000000.0,,,,126.8644056,37.49699917,6.0,20250300000000.0,7,"02-2066-6000,6006",송림가,8275
서울특별시 종로구 인사동8길 12-3,,1,,A05,A0502,A05020100,274399,39,20050500000000.0,,,,126.9861146,37.57405351,6.0,20241200000000.0,23,02-733-9355,최대감네,3148
서울특별시 마포구 와우산로27길 70,,1,,A05,A0502,A05020700,250564,39,20071000000000.0,http://tong.visitkorea.or.kr/cms/resource/38/1289438_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1289438_image3_1.jpg,Type3,126.9249762,37.55553234,6.0,20241200000000.0,13,02-6052-3989,산띠,4053
서울특별시 송파구 중대로27길 9-1 동호빌딩,,1,,A05,A0502,A05020100,232277,39,20071000000000.0,,,,127.1275731,37.50388087,6.0,20241000000000.0,18,02-404-3227,충무로부산복집,5661
서울특별시 강남구 도곡로99길 16,,1,,A05,A0502,A05020100,232271,39,20071000000000.0,http://tong.visitkorea.or.kr/cms/resource/92/3109392_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/92/3109392_image3_1.JPG,Type3,127.066051,37.50189944,6.0,20241200000000.0,1,02-567-8494,광양불고기본가,6189
서울특별시 서초구 효령로 434,(서초동),1,,A05,A0502,A05020100,232261,39,20071000000000.0,http://tong.visitkorea.or.kr/cms/resource/76/2926776_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2926776_image3_1.jpg,Type3,127.0311795,37.48909474,6.0,20250300000000.0,15,02-3473-4167,버드나무집 본점,6729
서울특별시 양천구 남부순환로 531,,1,,A05,A0502,A05020100,232249,39,20071000000000.0,,,,126.8379518,37.52128477,6.0,20241000000000.0,19,02-2697-9999,광양불고기,7928
서울특별시 도봉구 노해로60길 32,,1,,A05,A0502,A05020100,232242,39,20071000000000.0,,,,127.0342413,37.6499761,6.0,20250300000000.0,10,02-998-5468,태림산채정식,1442
서울특별시 도봉구 시루봉로 139-6,,1,,A05,A0502,A05020100,232241,39,20071000000000.0,,,,127.0275416,37.66369661,6.0,20250300000000.0,10,02-956-0843,대문,1316
서울특별시 중구 남대문시장길 45-3,,1,,A05,A0502,A05020100,232231,39,20071000000000.0,http://tong.visitkorea.or.kr/cms/resource/28/3474928_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/3474928_image3_1.jpg,Type3,126.9783906,37.56059938,6.0,20250300000000.0,24,02-778-6727,남문토방,4529
서울특별시 중구 세종대로11길 35,,1,,A05,A0502,A05020100,232229,39,20071000000000.0,,,,126.9739382,37.56199358,6.0,20241100000000.0,24,02-752-1945,강서면옥,4513
서울특별시 종로구 인사동길 19-18,,1,,A05,A0502,A05020100,232225,39,20071000000000.0,,,,126.9858591,37.57224816,6.0,20240900000000.0,23,"02-733-5507, 730-1112",양반댁,3162
서울특별시 중구 세종대로19길 16,,1,,A05,A0502,A05020100,232219,39,20071000000000.0,,,,126.9765601,37.56674585,6.0,20240500000000.0,24,02-765-2035,컨퍼런스하우스달개비 정동점,4519
서울특별시 종로구 지봉로12길 6,,1,,A05,A0502,A05020100,232218,39,20071000000000.0,http://tong.visitkorea.or.kr/cms/resource/60/1291860_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1291860_image3_1.jpg,Type3,127.0158673,37.57690927,6.0,20241200000000.0,23,02-744-4701,궁나라냉면묵밥,3109
서울특별시 서초구 강남대로 359,도씨에빛 2차,1,,A05,A0502,A05020700,232215,39,20070900000000.0,http://tong.visitkorea.or.kr/cms/resource/15/1807915_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/1807915_image3_1.jpg,Type3,127.0285907,37.49480514,6.0,20241200000000.0,15,02-521-4588,바바인디아 강남역점,6621
서울특별시 종로구 종로51가길 2-1,,1,,A05,A0502,A05020700,232206,39,20070900000000.0,,,,127.0125011,37.57256527,6.0,20241200000000.0,23,02-766-8850,에베레스트,3105
서울특별시 종로구 종로 327,,1,,A05,A0502,A05020700,232205,39,20070900000000.0,http://tong.visitkorea.or.kr/cms/resource/11/1360011_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/1360011_image3_1.jpg,Type3,127.0139676,37.57274027,6.0,20250100000000.0,23,02-744-2199,뿌자,3104
서울특별시 종로구 인사동12길 14-5,,1,,A05,A0502,A05020700,135747,39,20070500000000.0,,,,126.9852591,37.57467009,6.0,20241200000000.0,23,02-735-7171,채식요리전문점 오세계향,3146
서울특별시 강남구 테헤란로25길 9,,1,,A05,A0502,A05020100,135708,39,20070400000000.0,,,,127.0349566,37.50128228,6.0,20250100000000.0,1,02-552-8881,청수횟집,6131
서울특별시 용산구 남산공원길 105 (용산동2가),7층,1,,A05,A0502,A05020200,135684,39,20070300000000.0,,,,126.9878734,37.55117009,6.0,20250300000000.0,21,02-3455-9297,엔그릴,4340
서울특별시 용산구 남산공원길 105,,1,,A05,A0502,A05020200,135683,39,20070300000000.0,,,,126.9878984,37.55110899,6.0,20250100000000.0,21,02-3455-9220,더플레이스다이닝,4340
서울특별시 중구 소파로 93,,1,,A05,A0502,A05020100,135679,39,20070300000000.0,http://tong.visitkorea.or.kr/cms/resource/43/1355543_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/1355543_image3_1.jpg,Type3,126.985204,37.55676384,6.0,20250300000000.0,24,02-754-1978,남산골산채집,4630
서울특별시 강남구 테헤란로81길 32,,1,,A05,A0502,A05020300,135445,39,20061200000000.0,http://tong.visitkorea.or.kr/cms/resource/31/1838531_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1838531_image3_1.jpg,Type3,127.0566489,37.50909843,6.0,20250100000000.0,1,02-539-6303,히라메키,6167
서울특별시 용산구 이촌로75길 22,(이촌동),1,,A05,A0502,A05020300,135423,39,20070900000000.0,,,,126.9744949,37.52076505,6.0,20250100000000.0,21,02-790-0917,니와,4423
서울특별시 영등포구 여의동로 252 (여의도동),,1,,A05,A0502,A05020200,135385,39,20060800000000.0,,,,126.9415923,37.52289199,6.0,20250300000000.0,20,02-447-3333,한강파라다이스,7346
서울특별시 용산구 독서당로 83,,1,,A05,A0502,A05020700,135317,39,20060800000000.0,http://tong.visitkorea.or.kr/cms/resource/21/1872121_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/1872121_image3_1.jpg,Type3,127.0096802,37.53449186,6.0,20241200000000.0,21,02-796-1149,챠크라,4419
서울특별시 영등포구 63로 50,59층,1,,A05,A0502,A05020200,135153,39,20060100000000.0,,,,126.9399231,37.51969511,6.0,20250100000000.0,20,02-789-5904,워킹온더클라우드,7345
서울특별시 관악구 남부순환로 1660,,1,,A05,A0502,A05020100,135136,39,20060100000000.0,,,,126.9350273,37.48455188,6.0,20250100000000.0,5,02-886-9233,강강술래 신림동,8780
서울특별시 용산구 남산공원길 105,,1,,A05,A0502,A05020100,135131,39,20060100000000.0,,,,126.9878984,37.55110899,6.0,20250100000000.0,21,02-3455-9292,한쿡 N서울타워,4340
서울특별시 영등포구 영중로10길 30,,1,,A05,A0502,A05020400,135114,39,20051000000000.0,http://tong.visitkorea.or.kr/cms/resource/98/2684998_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2684998_image3_1.jpg,Type3,126.9085565,37.5185919,6.0,20250100000000.0,20,02-2678-3256,대문점,7304
서울특별시 종로구 인사동8길 12-7,,1,,A05,A0502,A05020100,135103,39,20050900000000.0,http://tong.visitkorea.or.kr/cms/resource/43/1353643_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/1353643_image3_1.jpg,Type3,126.9862146,37.57389242,6.0,20230800000000.0,23,02-739-0809,풍류사랑,3148
서울특별시 강동구 천호대로 1256 (둔촌동),,1,,A05,A0502,A05020100,134810,39,20041200000000.0,,,,127.1501923,37.53690245,6.0,20250300000000.0,2,02-484-6554,황도바지락칼국수,5358
서울특별시 강남구 강남대로152길 9,,1,,A05,A0502,A05020100,134808,39,20041200000000.0,http://tong.visitkorea.or.kr/cms/resource/41/1838541_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/1838541_image3_1.jpg,Type3,127.0202353,37.51724406,6.0,20241200000000.0,1,02-544-7207,마산옥,6035
서울특별시 서초구 사평대로56길 7,,1,,A05,A0502,A05020100,134807,39,20041200000000.0,http://tong.visitkorea.or.kr/cms/resource/58/1491458_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/1491458_image3_1.jpg,Type3,127.023502,37.50320408,6.0,20241200000000.0,15,"02-532-4826, 02-3482-6622",위대한밥상 영광,6611
서울특별시 송파구 백제고분로7길 8-16,,1,,A05,A0502,A05020100,134798,39,20041200000000.0,http://tong.visitkorea.or.kr/cms/resource/36/2546336_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2546336_image3_1.jpg,Type3,127.0798078,37.50971267,6.0,20241000000000.0,18,02-424-7192,해주냉면,5561
서울특별시 송파구 양재대로71길 1-4 (방이동),,1,,A05,A0502,A05020100,134796,39,20041200000000.0,,,,127.1262258,37.51006346,6.0,20250300000000.0,18,02-415-5522,벽제갈비 방이점,5639
서울특별시 송파구 삼학사로19길 3 (삼전동),,1,,A05,A0502,A05020100,134793,39,20041200000000.0,,,,127.096587,37.5057551,6.0,20250300000000.0,18,02-416-4555,드럼통 참숯석쇠구이,5602
서울특별시 서초구 서초중앙로2길 42,,1,,A05,A0502,A05020100,134771,39,20070800000000.0,,,,127.0196807,37.4839007,6.0,20241200000000.0,15,02-3482-3112,부일갈비,6725
서울특별시 강남구 봉은사로 626,(삼성동),1,,A05,A0502,A05020100,134765,39,20060600000000.0,,,,127.0639592,37.51468403,6.0,20241200000000.0,1,02-3447-3030,삼정복집,6170
서울특별시 서초구 신반포로45길 9-26,(잠원동),1,,A05,A0502,A05020100,134760,39,20041200000000.0,http://tong.visitkorea.or.kr/cms/resource/30/1844430_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/1844430_image3_1.jpg,Type3,127.0179523,37.51090031,6.0,20250100000000.0,15,02-518-7357,대풍간장게장생선구이,6532
서울특별시 중구 을지로3길 24,,1,,A05,A0502,A05020100,134754,39,20041200000000.0,,,,126.9816041,37.56728755,6.0,20241100000000.0,24,02-777-3131,남포면옥,4522
서울특별시 종로구 종로 19 (종로1가),,1,,A05,A0502,A05020100,134752,39,20041200000000.0,http://tong.visitkorea.or.kr/cms/resource/62/1353462_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/1353462_image3_1.jpg,Type3,126.9799374,37.57089821,6.0,20241000000000.0,23,,미진,3157
서울특별시 중구 남대문로 52-5,,1,,A05,A0502,A05020400,134746,39,20041200000000.0,http://tong.visitkorea.or.kr/cms/resource/97/3474897_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/3474897_image3_1.jpg,Type3,126.9816486,37.56212426,6.0,20250300000000.0,24,02-776-0508,개화,4535
서울특별시 서초구 남부순환로 2385,,1,,A05,A0502,A05020200,134733,39,20041200000000.0,,,,127.0113149,37.48016487,6.0,20241200000000.0,15,02-585-9624,카나디안 랍스터,6711
서울특별시 서초구 강남대로37길 24-7 (서초동),,1,,A05,A0502,A05020100,134732,39,20041200000000.0,,,,127.0321379,37.48522299,6.0,20250300000000.0,15,02-597-2158,자인뭉티기,6735
서울특별시 서대문구 명물길 50-7,,1,,A05,A0502,A05020400,134708,39,20041100000000.0,http://tong.visitkorea.or.kr/cms/resource/28/1288528_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/1288528_image3_1.jpg,Type3,126.9393526,37.55871279,6.0,20250100000000.0,14,02-392-0302,완차이,3777
서울특별시 마포구 어울마당로5길 18,1층,1,,A05,A0502,A05020900,134702,39,20041100000000.0,http://tong.visitkorea.or.kr/cms/resource/25/3474725_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3474725_image3_1.jpg,Type3,126.9196546,37.54929131,6.0,20250300000000.0,13,02-3141-7212,비하인드(B-hind),4048
서울특별시 마포구 양화로7길 6-12,,1,,A05,A0502,A05020300,134691,39,20041100000000.0,http://tong.visitkorea.or.kr/cms/resource/40/3474740_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/3474740_image3_1.jpg,Type3,126.9156105,37.55161596,6.0,20250300000000.0,13,02-3144-7733,스시겐,4037
서울특별시 서대문구 통일로 107-39,1층,1,,A05,A0502,A05020300,134686,39,20041100000000.0,,,,126.9660944,37.56419319,6.0,20241200000000.0,14,02-364-9838,사조참치,3740
서울특별시 중구 명동길 25-7,,1,,A05,A0502,A05020100,134268,39,20040200000000.0,,,,126.9837706,37.56415184,6.0,20241200000000.0,24,02-752-6800,명동부대찌개 명동황기족발,4534
서울특별시 강남구 선릉로146길 3,,1,,A05,A0502,A05020100,134201,39,20030900000000.0,http://tong.visitkorea.or.kr/cms/resource/89/1838489_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1838489_image3_1.jpg,Type3,127.0399334,37.52195497,6.0,20241200000000.0,1,02-518-4001,무등산,6062
