contentid,contenttypeid,title,createdtime,modifiedtime,tel,telname,homepage,booktour,firstimage,firstimage2,cpyrhtDivCd,areacode,sigungucode,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel,overview
2757155,12,법룡사,20211014183449,20250102132902,,,"<a href=""https://kbhiksuni.org/beopyongsa-temple/"" target=""_blank"" title=""새창 : 법룡사 홈페이지로 이동"">https://kbhiksuni.org/beopyongsa-temple</a>",0.0,http://tong.visitkorea.or.kr/cms/resource/57/3463057_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/3463057_image3_1.jpg,Type3,1,1.0,A02,A0201,A02010800,서울특별시 강남구 광평로31길 56,(수서동),06353,127.0883799583,37.4862099946,6.0,"서울 강남구 수서동에 위치한 법룡사는 지하 2층, 지상 3층 규모의 배(반야용선) 모양의 현대식 건축물이다. 전국 비구니 스님과 불자들에게 수행과 포교, 사회복지 등 불교 전반에 대해 교육하고 사회 각 분야의 전문가를 양성하는 교육의 장으로 활용되고 있다. 재가불자를 위한 전문교육으로 입문반(주·야간반), 기본반(주·야간반)을 운영하고 있으며, 문화센터에서는 사찰요리, 민화 그리기, 라인 체조, 규방 공예, 생활자수, 요가 교실, 꽃꽂이 교실, 다도, 불화 그리기 강좌 등을 운영하고 있다."
2751294,12,법안정사,20210929225504,20250319191056,,,,0.0,http://tong.visitkorea.or.kr/cms/resource/08/2779808_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2779808_image2_1.jpg,Type3,1,19.0,A02,A0201,A02010800,서울특별시 양천구 목동동로 371 (목동),,07983,126.8783949148,37.535364411,6.0,"양천구 목동에 위치한 큰절 법안정사는 한불 수교 100주년을 기념하여 1989년 서울 목동지구 아파트 단지 내 종교 부지에 건축된 현대식 도심 사찰이다. 도심 속에 위치해 있어 대중교통으로도 접근하기에 용이하다. 총 4층으로 구성되어 있으며, 현대식 사찰로 지어진 덕분에 흔히 보던 절과는 다르게 웅장함을 뽐내고 있다."
2759967,12,법종사,20211020231702,20250114133241,,,,0.0,http://tong.visitkorea.or.kr/cms/resource/99/3467799_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3467799_image3_1.jpg,Type3,1,10.0,A02,A0201,A02010800,서울특별시 도봉구 해등로 354,(쌍문동),01365,127.0171593539,37.6576110182,6.0,"서울 도봉구 쌍문동에 있는 불교 사찰로 오대산 월정사 서울 포교원이다. 지상 5층으로 사찰 건물은 석탑 모양으로 높게 올려져 있다. 사찰 뒤편으로는 동네 야산과 같은 쌍문 근린공원이 있어 아름다운 자연을 병풍처럼 두르고 있다. 우이동에서 바라보는 북한산과 방학동에서 바라보는 도봉산을 배경으로 하고 있으며, 우이선 솔밭공원역 1번 출구를 통해 이용할 수 있다."
3006899,12,벽운계곡,20230904161242,20241120174812,,,,,http://tong.visitkorea.or.kr/cms/resource/98/3006898_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/3006898_image3_1.jpg,Type3,1,9.0,A01,A0101,A01010900,서울특별시 노원구 상계동,,01635,127.0631794277,37.6831338792,6.0,"수락산의 벽운계곡은 서울에서 지하철과 버스로 갈 수 있는 계곡이다. 지하철 7호선 수락산역에서 버스로 두 정거장, 도보로 약 15분 정도면 계곡에 도착한다.
상류는 깊고 하류는 얕아서 알맞은 곳을 골라서 물놀이를 즐길 수 있다. 물개바위 방향으로 올라가는 길에 계곡이 이어져 있고 상류는 다이빙이 가능한 웅덩이가 나온다. 깊은 곳은 2m 정도 되서 큰 아이들이나 어른들이 놀기 좋다. 하류에는 물고기가 보이는데 여기는 10cm이상 큰 물고기도 많아서 스노쿨링하는 재미도 있다. 
시원한 물놀이와 함께 캠핑, 등산까지 가능하지만 취사가 안 되니 간단한 도시락과 먹거리는 준비해야 한다. 텐트를 치고 1박 캠핑을 할 수도 있고 당일치기를 할 수도 있다. 입구 쪽으로는 계곡을 따라 백숙집도 많다."
315921,12,보광사(강북),20071203184831,20250319190045,,,"<a href=""http://www.bokwangsa.org/main"" target=""_blank"" title=""새창 : 보광사 홈페이지로 이동"">http://www.bokwangsa.org</a>",0.0,http://tong.visitkorea.or.kr/cms/resource/30/2025930_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2025930_image3_1.jpg,Type3,1,3.0,A02,A0201,A02010800,서울특별시 강북구 삼양로145길 177 (우이동),,01008,127.0033608408,37.6495950359,6.0,"서울시 강북구 우이동에 위치한 보광사는 대한불교조계종 소속 사찰이다. 소나무가 빼곡히 들어서 숲을 이룬 우이동의 솔밭공원을 지나 포장된 길을 따라 걷다 보면 삼각산 기슭에 자리한 보광사에 닿는다. 사찰의 연혁은 문헌상으로는 전하는 것이 없는데, 여러 전승에 따르면 1788년 금강산에서 수도한 원담스님이 창건하여 신원사라 하였다고 한다. 이후 한국전쟁으로 인해 소실되고 일부 건물만이 남아 법등을 이어왔다고 한다. 그러던 것을 1979년 남산당(南山堂) 정일(正日) 스님이 포교의 원을 세우고 이곳에 주석하면서 불사를 시작 하여 1980년 11월 보광사로 절 이름을 바꾸었다. 이후 스님은 가람을 일구어 오늘의 모습이 되도록 하였고, 대승경전산림법회와 참선법회를 정기적으로 열어 사람들에게 부처님의 가르침과 선법을 전하여 스스로 바른 길을 찾게 하였다. 이로서 보광사는 스님의 발원대로 명실상부한 포교의 도량으로서 자리매김하게 되었다. 이렇게 대중 교화에 혼을 쏟으셨던 정일스님은 세연이 다해 2004년 열반에 드시고 말았다. 이후 보광사 대중들은 보다 발전적인 모습으로 스님의 뜻을 이어나가고 있다."
1603241,12,보광사(용산),20120416205858,20250319190006,,,,0.0,http://tong.visitkorea.or.kr/cms/resource/55/1567955_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/1567955_image3_1.jpg,Type3,1,21.0,A02,A0201,A02010800,서울특별시 용산구 장문로15나길 6,,04394,126.9973954154,37.5271063892,6.0,"보광사는 무후묘 주위에 좋지 않은 일이 많이 일어나고 사당터의 기가 세다는 설이 있어 이 기를 누르기 위해 사당 옆에 지었다. 도심 속의 적멸보궁이라 하여 부처님의 진신사리를 모시고 있으며 사람들이 직접 볼 수 있으며 티베트에서 적사리를 모셔 왔다. 수도권 지하철 6호선 이태원역 4번 출구에서 986m에 자리 잡고 있으며, 인근에 주한헝가리대사관, 주한투르크메니스탄대사관, 주한이라크대사관, 주한헝가리대사관 등 대사관 거리라고 불러도 될 만큼 대사관이 많이 있다."
127940,12,보라매공원,20031106090000,20240603160421,,,"<a href=""http://parks.seoul.go.kr/template/sub/boramae.do"" target=""_blank"" title=""보라매공원 사이트로 이동"">http://parks.seoul.go.kr/</a>",0.0,,,,1,12.0,A02,A0202,A02020700,서울특별시 동작구 여의대방로20길 33,,07062,126.9231614728,37.4929729132,6.0,"옛 공군사관학교 자리에 마련된 보라매공원은 동작구와 관악구에 걸쳐있는 넓은 시민 휴식 공간으로 공군사관학교의 상징인 보라매를 이어받아 1986년 5월에 시립공원으로 개원하였다. 
약 12만 평의 대지에 바닥분수를 포함하여 다목적운동장, 테니스장, 배드민턴장, 농구장, 인라인스케이트장, 게이트볼장 등의 체육 시설과 어린이놀이터, 에어파크, 테마 물놀이터, 정문폭포, 반려견 놀이터 등의 시설이 있다. 
에어파크는 공군으로부터 기부받은 은퇴한 비행기가 전시되어 있고 비행기마다 기종과 설명이 적혀있어 아이들에게 교육적으로 유익하다. 5월부터 9월까지는 바닥분수가 7월부터 9월까지는 테마물놀이터가 매일 6회 운영되며 여름에는 물놀이장으로 개장하여 보라매 공원의 자랑거리이다. 연못의 음악분수는 매일 4회 운영되며 야간에는 화려한 빛의 점등으로 음악과 춤추는 분수가 조명과 함께 야간분수쇼가 더욱 볼만하다. 반려견 놀이터는 동물등록을 마친 반려견이 소유주와 함께 입장 가능하다. 저녁에도 야간 라이트가 있어서 한가로이 산책하거나 가족, 친구들과 함께 운동하기에 좋다. 수도권 지하철 신림선 보라매공원역 1번 출구에서 500m에 위치하고 있다."
1091608,12,보라매안전체험관,20100914225216,20250110165115,,,"<a href=""https://fire.seoul.go.kr/boramea/main/main.do"" target=""_blank"" title=""새창: 보라매안전체험관 홈페이지로 이동"">https://fire.seoul.go.kr/boramea/main/main.do</a>",0.0,http://tong.visitkorea.or.kr/cms/resource/39/1095139_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1095139_image3_1.jpg,Type3,1,12.0,A02,A0203,A02030400,서울특별시 동작구 여의대방로20나길 16 (신대방동),,07062,126.9170398124,37.4928228216,6.0,"보라매공원 내에 있는 보라매안전체험관은 연면적 8,020㎡에 지상 3층, 지하 1층 규모로 안전 서울 실현을 목표로 종합재난 체험 인프라를 구축하고 다양한 전문 체험 과정과 프로그램을 통해 재난 대처 능력과 안전의 소중함을 체험하는 공간이다.
이곳에서는 지진, 태풍, 화재, 교통사고 등 4가지 재난체험장과, 심폐소생술과 같은 기본 응급처치와 다양한 소방시설의 작동 원리와 조작법을 배워 볼 수 있는 전문체험장으로 나뉘어져 있다. 실제에 준하는 가상 체험을 통해 안전에 대한 소중함과 경각심을 일깨워, 안전에 대하여 생각해 볼 수 있는 뜻깊은 체험의 장이다. 수도권 지하철 신림선 보라매공원역 1번 출구에서 388m에 위치하고 있다."
316104,12,보문사(서울),20071203234013,20250318211152,,,"<a href=""http://www.bomunsa.or.kr/"" target=""_blank"" title=""새창: 한불교보문종보문사 홈페이지로 이동"" >www.bomunsa.or.kr</a>",0.0,http://tong.visitkorea.or.kr/cms/resource/19/3393219_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/19/3393219_image3_1.JPG,Type3,1,17.0,A02,A0201,A02010800,서울특별시 성북구 보문사길 20 (보문동3가),,02874,127.0166614803,37.5844334073,6.0,"서울시의 전통사찰로 등록된 보문사는 서울특별시 성북구 보문동에 위치하고 있으며, 고려 예종 10년(1115)에 담진국사(曇眞國師)에 의해 창건되었다. 특히, 퇴경 권상로(1879~1965)가 저술한 『퇴경전서-보문사일신건축기(普門寺一新建築記)』에는 예부터 비구니스님들이 상주하며 국가의 안녕과 왕실의 번성을 기원하는 비구니 사찰로 기록하고 있다. 그 사이의 내용은 전해지지 않다가 2017년 극락보전 중수 불사를 진행하던 중 온전한 상태의 상량문이 발견되어 역사적 사실이 입증되었다. 지금의 형태를 갖추게 된 극락보전은 1747년(영조 23)에 최초 중건되었으며, 1824년(순조 24) 1차 중수, 1865년(고종 2)에 2차 중수되었다. 퇴경전서에 의하면 1826년에 수봉법총(秀峰法聰) 스님이 만세루를 신축하였으며, 1827년에 정운(正雲) 스님이 좌우 승당을 건축하였다고 한다. 1842년에는 영전(永典) 스님이 만세루를 수리하고, 1872년에 금훈(錦勳) 스님이 좌우 승당을 중수하였다고 전하고 있다.
극락보전 상량문의 발견으로 보문사는 1,800년대부터 줄곧 비구니 스님들이 상주하며 수행·정진하였으며, 특히 동치 4년 상량문에서는 왕실발원 사찰로 조선왕조의 왕실의 시주를 받아 불사를 진행하고 후궁과 상궁 등 궁인에서부터 사대부, 평민에 이르기까지 불사에 동참하였음을 보여주고 있다. 
보문사에는 왕실에서 하사한 연(輦)수식과 인로왕번(引路王幡)을 비롯하여 조선 후기에 제작한 석가불도, 신중도, 지장보살도 등 서울시 유형문화재, 조선 전기에 제작된 묘법연화경이 국가지정문화재로 지정되어 있으며 그 밖에도 다수의 유·무형의 문화재들이 남아있다."
605497,12,보성사터,20080807003957,20241213100626,,,"<a href=""https://tour.jongno.go.kr/tour/tour/indvdlz/view.do?nttId=34744&menuId=2357&menuNo=2357"" target=""_blank"" title=""새창 : 종로 문화관광 홈페이지로 이동"">tour.jongno.go.kr</a>",0.0,http://tong.visitkorea.or.kr/cms/resource/50/2031850_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2031850_image3_1.jpg,Type3,1,23.0,A02,A0201,A02010700,서울특별시 종로구 수송동,,03144,126.9811622368,37.5739062155,6.0,"보성사는 1910년 말 창신사와 보성학원 소속 보성사 인쇄소를 합병하여 만든 천도교 계통의 인쇄소이다. 3.1운동 동시 2만 장의 독립선언서를 인쇄한 곳이기도 하다. 당시 보성사 사장이었던 이종일은 공장 감독 김홍규, 총무 장효근 등과 함께 1919년 2월 27일 이곳에서 독립선언서를 인쇄하여 자신의 집으로 운반한 뒤, 다음날 전국 각지에 배포함으로써 독립운동의 발판을 마련하였다. 보성사는 30평 2층 기와 벽돌집으로 전동 보성학교 구내에 있었으며, 보성사의 소유주이기도 했던 천도교 교주 의암 손병희의 특명으로 육당 최남선이 초안을 집필하고 민족대표 33인이 서명한 독립선언서를 넘겨받아 사장 이종일, 공장 감독 김흥규, 총무 장효근이 1919년 2월 27일 밤에 3만 5천 매를 인쇄하였다. 일본 측의 형사에게 발각되는 위기도 있었으나 족보책이라고 위장하여 위기를 넘겼다. 3월 1일에는 윤익선과 이종린, 이종일, 김홍규 등이 지하신문인 조선 독립신문 1만 부를 계속 발행하였다. 일경은 보성사를 즉각 폐쇄하였으며, 1919년 6월 28일 밤에는 불을 질러 태워버린 이후 터만 남아 오늘에 전한다. 보성사는 현 종로구 조계사 경내에 있으며, 기념비와 동상은 조계사 후문 맞은편 근린공원에 있다."
126516,12,보신각 터,20041230090000,20240531100458,,,"<a href=""https://www.heritage.go.kr/heri/cul/culSelectDetail.do?pageNo=1_1_1_1&sngl=Y&ccbaCpno=2331100100000"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.heritage.go.kr</a>",0.0,,,,1,23.0,A02,A0201,A02010700,서울특별시 종로구 종로 54,,03189,126.9835760212,37.5698150675,6.0,"보신각 터는 도성 안팎에 시간을 알리는 종루 보신각이 있던 곳이다. 보신각은 일명 종각이라고도 하며 조선 고종 32년(1895) 보신각이란 사액을 내린 데서 이름 지었다. 태조 4년(1395) 처음 지어진 후 4번이나 불타 없어지고, 8번에 걸쳐 다시 지었다. 현재의 건물은 1979년 8월 서울시에서 지은 것으로, 동서 5칸, 남북 5칸의 2층 누각으로 되어 있다.
보물 제2호인 보신각종은 조선 세조 14년(1468)에 만들어져 원각사에 있다가, 절이 폐사된 후 광해군 11년(1619)에 현재의 보신각 자리에 옮겨졌다. 보신각종은 오전 4시에 33번, 오후 7시에 28번을 울려 도성의 문을 여닫고 하루의 시각을 알리는 역할을 해왔다.
오랜 세월이 흐르는 동안 몸통에 균열이 생겨 더 이상 종을 칠 수 없게 되자, 경복궁 안에 종각을 지어 보관하고 있다. 지금 보신각에 걸려 있는 종은 1985년 국민의 성금에 의하여 새로 만들어 그해 광복절에 처음 타종하였다. 해마다 12월 31일이면 보신각 인근은 차량이 통제되고 새해를 맞이하는 타종식을 함께 즐기기 위해 모여든 사람들로 가득해진다."
316294,12,본원정사(서울),20071204010819,20250109135707,,,,0.0,http://tong.visitkorea.or.kr/cms/resource/82/3466082_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3466082_image3_1.jpg,Type3,1,3.0,A02,A0201,A02010800,서울특별시 강북구 삼각산로 1,(수유동),01019,127.0052887931,37.6372881685,6.0,"본원정사(本願精舍)는 서울특별시 강북구 수유동 삼각산에 자리한 대한불교조계종 대각회 소속의 사찰이다. 본원정사에는 한국전쟁 때 태고사에 불이 나서 옮겨왔다고 전하는 목조지장보살좌상이 봉안되어 있다. 지장보살은 석가모니 부처님과 미륵불 사이인 부처님 없는 시대에 중생들을 교화하는 대비보살이다. 특히 지옥에서 고통받는 중생들을 구원하기 위해 지옥에 들어가 교화해 제도하는 보살로 널리 알려져 있다. 1980년대 초 주지소임을 맡은 원성스님은 이 지장보살상에 감화를 받아 지장보살의 본원을 따르고자 서원을 하였다고 한다. 그래서 절 이름도 본원정사로 바꾸었다. 이후 본원정사를 사바세계 중생들의 몸과 마음의 병을 다스릴 수 있는 도량으로 만들어 가고 있다. 또한 언제나 열려있는 도량으로 서울시민과 불자들에게 번잡한 마음을 쉴 수 있게 하고, 기도할 수 있는 도량으로 본원정사를 장엄하고 있다."
3076259,12,볼베어파크 롯데몰 은평점,20231205144857,20241107110308,,,"<a href=""http://ballbearpark.10pages.co.kr/skin/page/themepark.html"" target=""_blank"" title=""새창 : 홈페이지로 이동"">http://ballbearpark.10pages.co.kr/skin/page/themepark.html</a>",,,,,1,22.0,A02,A0203,A02030400,서울특별시 은평구 통일로 1050 (진관동),롯데몰 은평점 3층,03306,126.9179162,37.6375893423,6.0,"볼베어파크 롯데몰 은평점은 14가지 이상의 다양한 스포츠 체험이 가능한 어린이 스포츠 테마파크이다.
입장 신청은 입구 앞 키오스크, 태블릿이나 스마트폰으로 가능하다. 대형마트에 입점해 있어서 주말에는 사람이 많아 입장 대기가 있을 수도 있다. 입장 대기를 기다리며 놀 수 있는 작은 놀이공간이 마련되어 있어서 지루하지 않게 기다릴 수 있다.
볼베어파크 전 지점은 어린이 미끄럼방지 양말을 꼭 신어야 한다. 보호자들도 안전과 청결을 위해 양말을 꼭 착용하여야 한다. 양말을 챙겨오지 못했어도 카운터에서 구매가 가능하다.
볼베어파크에는 스포츠존, 챌린져 / 디지털존, 영유아존, 휴게·음식 / 포토존이 있다. 스포츠존에는 축구, 농구, 야구, 복싱 등의 다양한 스포츠 시설이 있고 챌린져 / 디지털존에는 볼링 슬라이드, 대형볼풀장, 스포츠 에어바운스 등의 시설이 있다. 인형 극장, 낚시터 등의 시설을 갖춘 영유아존과 안마의자, 푸드코트가 있는 휴게존도 있어서 유아부터 어른들까지 이용할 수 있다. 대형 놀이시설인 만큼 시간대마다 다양한 놀이시설을 운영한다. 각 놀이시설에 따른 키와 나이 제한이 있으니 확인하고 이용해야 한다. 입장권 포함 놀이시설 외에 따로 현장에서 결제하고 탑승할 수 있는 놀이시설도 있다. 이용권이 2시간 시간제한이 있어서 각 놀이시설의 시간과 위치를 잘 파악하고 계획을 세워야 알차게 이용할 수 있다."
316295,12,봉국사(서울),20071204011216,20250318211156,,,"<a href=""http://bongguksa.com/"" target=""_blank"" title=""새창: 봉국사 공식 홈페이지로 이동"">http://bongguksa.com</a>",0.0,,,,1,17.0,A02,A0201,A02010800,서울특별시 성북구 정릉로 202 (정릉동),,02813,127.006881192,37.6064140095,6.0,"봉국사는 1395년 조선 왕조의 개창에 큰 역할을 했던 무학대사가 약사불을 봉안하고 약사사라 한 것부터라고 알려져 있다. 그 후 왕실의 지원으로 1468년 다시 한번 중창하였다. 약사사가 지금의 이름인 봉국사로 바뀌게 된 것은 조선시대 중기의 일이다. 1669년 태조의 두 번째 왕비인 신덕왕후(神德王后) 강씨의 묘를 정릉으로 복원하면서 약사사가 원찰로 지정된 것이다. 이때 사명을 봉국사로 바꾸었으나, 약사사라는 사명이 더 익숙했기 때문에 1900까지도 봉국사보다는 약사사로 불렸던 것으로 보인다. 원찰로 지정되면서부터 그 이후의 기록은 거의 보이지 않다가 1882년 임오군란의 와중에 절이 불에 타고, 이듬해 한계스님과 덕운스님이 힘을 모아 중건하였다. 1898년에는 운담스님, 영암스님, 취봉스님 등이 명부전을 중건하고, 1913년에는 주지 종능스님과 화주 월화 봉연스님이 칠성각을 중건하였다. 1938년 10월에는 화주 금파스님이 조인섭의 시주를 받아 염불당을 새로 지었다. 근래에 들어와서는 1979년 일음루 및 천왕문을, 1986년에는 산신각을 중수하였고, 1994년 안심당을 짓는 등 현재의 가람으로 거듭나게 되었다."
126503,12,봉원사(서울),20041230090000,20250317211937,,,"<a href=""http://bongwonsa.or.kr/index.php"" target=""_blank"" title=""새창 : 봉원사 공식 홈페이지로 이동"">http://bongwonsa.or.kr</a>",0.0,http://tong.visitkorea.or.kr/cms/resource/05/2017905_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2017905_image3_1.jpg,Type3,1,14.0,A02,A0201,A02010800,서울특별시 서대문구 봉원사길 120 (봉원동),,03721,126.9472292784,37.5717780764,6.0,"봉원사(奉元寺)는 신라 진성여왕 3년(889) 도선국사가 현 연세대 터에 창건하고, 반야사라 하였다. 이후 이후 조선의 태조 이성계는 한산군이 이색에게 명하여 태고국사의 비문을 짓게 하고, 스스로 국사의 문도임을 자처하여 봉원사에 그 이름이 기록되어 있다. 태조 5년(1396)에는 원각사서 삼존불을 조성하여 봉원사에 봉안하였고, 태조 사후에는 전각을 세워 태조의 어진을 봉안하였다. 선조 25년(1592) 임진왜란 당시 전각이 소진되었으며, 효중 2년(1651)에 지인대사가 중창하였으나 동·서 요사채가 다시 소실되어 극령스님과 휴엄스님에 의해 중건되었다. 영조 24년(1748) 찬즙스님과 중암스님에 의해 지금의 터전으로 이전하였고, 영조는 친필로 봉원사라 현액 하였다. 신도들 사이에는 이때부터 새로 지은 절이라 하여 ‘새절’이라 부르게 되었다. 정조 12년(1788)에는 전국의 승려의 풍기를 바로잡기 위한 8도승풍규정소가 설치되었으며, 철종 6년(1856)에는 대웅전이 중건되었다. 고종 31년(1894) 주지 성곡스님이 약사전을 건립하였으나 소실되었다.
1950년 9월 28일 서울 수복 당시 병화로 광복기념관이 소진되었고, 이때 영조의 친필 현판 등 사보와 이동인 스님 및 개화파 인사들의 유물이 함께 소실되었다. 1966년 주지 영월스님과 대중의 원력으로 소실된 염불당을 중건하였는데, 이 건물은 대원군의 별처였던 아소정을 헐어 옮긴 것이다. 1991년 주지 김성월 스님과 사부대중의 원력으로 삼천불전 건립도중 대웅전이 소진됨에 즉시 중건을 시작하여 1994년 주지 혜경스님과 사부대중의 원력으로 대웅전을 복원 낙성하였고, 같은 해 1,100평 규모의 삼천불전을 새로 건립하였다. 2011년 전통사찰로 등록되었으며, 2014년 7월에 아미타괘불도와 범종이 서울특별시 유형문화유산으로 등록되었다. 
현재 봉원사는 한국불교의 전통 종단인 태고종의 총본산으로서 전법수행의 맥을 이어가고 있다. 영산재보존회에서 단청과 범패분야의 후학을 지도하고 있다. 교육기관으로는 옥천범음대학, 불교교양대학이 있고, 신행 단체로는 관음회, 화엄법회, 청년회, 학생회, 인경회, 거사림 등 법회가 개최 되고 있다. 대외적으로도 교도소, 소년원, 양로원, 고아원, 군부대 등을 정기적으로 방문하여 교화활동을 펼치고 있어 태고종 총본산으 로서 그 소임을 다하고 있다."
126504,12,봉은사(서울),20041230090000,20240510145209,,,"<a href=""http://www.bongeunsa.org/"" target=""_blank"" title=""봉은사 홈페이지로 이동"">http://www.bongeunsa.org</a><br /><a href=""https://www.templestay.com/temple_info.asp?t_id=bongeunsa "" target=""_blank"" >☞ 템플스테이 보러가기</a>",0.0,,,,1,1.0,A02,A0201,A02010800,서울특별시 강남구 봉은사로 531,,06087,127.0577485719,37.5158782211,6.0,"봉은사는 서울의 중심지인 강남구 삼성동에 자리 잡은 천년고찰이다. 794년 연화국사가 창건하였고 처음엔 견성사라고 하였다. 이후 1498년 성종의 계비 정현왕후가 성종의 능(선릉) 동편에 있던 이 절을 크게 중창하고 절 이름을 봉은사로 바꿨다.
봉은사는 조선조에는 조계종을 대표하는 선종 수사찰로, 근대에는 역경사업과 도제를 양성했던 동국역경원이 세워진 터전이다. 봉은사에는 보물 2점과 성보문화재 40점을 소장하고 있다. 추사 김정희가 쓴 현판이 걸린 판전에는 화엄경, 금강경 등 13가지의 불경 경판 3,479판이 보관되어 있다. 매년 음력 9월 9일에는 사부대중이 함께 경판을 머리에 이고 법성게(불교 경전의 산문 내용을 시의 형태로 되풀이해서 설명한 것)를 독송하면서 법계도를 따라 행진하는 정대불사라는 의식이 행해진다. 
오늘날 봉은사는 수행 중심의 사찰 운영으로 새로운 불교 역사를 만들어 가고 있다. 템플스테이를 비롯한 불교대학, 경전학교 등 다양한 프로그램을 통해 국내외적으로 양질의 한국불교문화를 널리 알리고 있을 뿐 아니라, 사회복지 또한 실현하는 도심 대찰의 위상을 이어가기 위해 노력하고 있다."
3082002,12,봉제산공원,20231204135434,20240116120230,,,"<a href=""https://www.gangseo.seoul.kr/munhwa/mh050202/view?cltSn=30"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.gangseo.seoul.kr</a>",,http://tong.visitkorea.or.kr/cms/resource/94/3081994_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/94/3081994_image3_1.JPG,Type3,1,4.0,A02,A0202,A02020700,서울특별시 강서구 화곡동,산5-6,07720,126.8524637493,37.5423381374,6.0,"봉제산공원은 강서구 화곡동 산1번지 일대에 조성된 공원이다. 산 이름은 산을 위에서 내려다보면 마치 학이 알을 품고 앉아 있는 모습이라 하여 붙여졌고, 주봉을 매봉이라 부른다. 공원 이름은 처음엔 등촌동 백석중학교와 등촌초등학교 근방에서 과거에 흰 돌이 난다 하여 [백석]이라 불리다가 2004년 공원 명칭이 생소하다는 여론이 있어 산이름인 [봉제산]으로 알기 쉽게 변경되었다. 
공원에는 울창한 산림과 산책로가 잘 조성되어 있으며, 식재된 주요 식물로는 상수리나무, 신갈나무, 소나무 등이 있다. 이 밖에도 공원에는 봉제산책쉼터, 자연체험학습원, 배드민턴장, 약수터 등이 있다."
126912,12,봉천동 마애미륵불좌상,20020510090000,20240828113056,,,"<a href=""https://www.gwanak.go.kr/site/gwanak/05/10505020400002016051205.jsp"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.gwanak.go.kr</a>",0.0,,,,1,5.0,A02,A0201,A02010700,서울특별시 관악구 낙성대로15길 56-39,,08800,126.9630530001,37.4675599107,6.0,"관악산 북쪽 골짜기로 올라 약수터를 지나면 거대한 절벽이 서 있는데, 서울이 내려다보이는 북쪽 바위 면에 미륵불 좌상 새겨져 있다. 이 불상은 연꽃 봉오리를 든 불좌상으로 연꽃대좌 위에 앉아 있다. 얼굴은 온화하고 풍만한 모습을 하고 있으며 몸을 왼편으로 살짝 틀었다. 머리 광배에는 이중 테두리를 둘렀고, 몸 광배는 한 줄의 음각선으로 나타냈다. 몸에는 가사를 입혔는데, 가슴은 조금 돌출되었고 안에 입은 평행의 내의와 내의를 묶은 매듭이 자세히 조각되어 있다. 낮은 육계, 소반의 머리칼, 다소 풍성하게 보이는 갸름한 얼굴 등은 상당히 우수한 기법을 보여 주고 있다. 이러한 특징은 늘씬한 체구나 타원형의 어깨 등에서도 잘 나타나고 있는데, 17세기 조선조 사회에도 미륵신앙이 상당히 유행하였음을 알려 주고 있다.  
봉천동 마애미륵불은 17세기 조선조 불상을 대표하는 기준이 될 만한 작품으로 높이 평가되고 있다."
