addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,시도명,시군구명,법정동,행정동
경기도 포천시 내촌면 금강로 2029,,31,,음식,음식점,한식,2384080,39,20160517193510,,,,127.2218988269,37.7608554908,6.0,20250319173559,29.0,031-534-5855,장원막국수,11192,경기도,포천시,내촌면,내촌면
경기도 포천시 내촌면 금강로 2458,,31,,음식,음식점,한식,135498,39,20061227090000,,,,127.2336328912,37.7946239961,6.0,20250319141424,29.0,031-531-7970,참나무쟁이,11189,경기도,포천시,내촌면,내촌면
경기도 포천시 내촌면 금강로2536번길 27,,31,,인문(문화/예술/역사),휴양관광지,관광단지,136638,12,20031218090000,http://tong.visitkorea.or.kr/cms/resource/14/1786914_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/1786914_image3_1.jpg,Type3,127.2496952269,37.7976433822,6.0,20250316200623,29.0,1670-7465,베어스타운리조트 콘도미니엄,11188,경기도,포천시,내촌면,내촌면
경기도 포천시 내촌면 내진로30번길 11,,31,,음식,음식점,카페/전통찻집,3417428,39,20241115142939,http://tong.visitkorea.or.kr/cms/resource/98/3417198_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/3417198_image3_1.jpg,Type3,127.2184372522,37.787827288,6.0,20250318172813,29.0,,내리수,11189,경기도,포천시,내촌면,내촌면
경기도 포천시 내촌면 내진로30번길 64,,31,,레포츠,수상 레포츠,민물낚시,2752684,28,20211005184703,http://tong.visitkorea.or.kr/cms/resource/30/2752830_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2752830_image2_1.jpg,Type3,127.2235673535,37.7873413269,6.0,20240717221506,29.0,,내촌낚시터,11189,경기도,포천시,내촌면,내촌면
경기도 포천시 내촌면 내진로9번길 237,,31,0.0,인문(문화/예술/역사),휴양관광지,공원,125518,12,20031106090000,,,,127.2030169235,37.7709900784,6.0,20250319091730,29.0,,서운동산,11191,경기도,포천시,내촌면,내촌면
경기도 포천시 내촌면 내촌로 175,,31,,음식,음식점,한식,135539,39,20070307090000,,,,127.2304859552,37.7946461583,6.0,20240603154232,29.0,031-534-0732,곰터먹촌,11189,경기도,포천시,내촌면,내촌면
경기도 포천시 내촌면 능곡청정길 50,,31,0.0,자연,자연관광지,산,125461,12,20030725090000,,,,127.244690536,37.7835449315,6.0,20250319113925,29.0,,주금산,11189,경기도,포천시,내촌면,내촌면
경기도 포천시 내촌면 소리개길 108-13,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2747731,28,20210923222556,http://tong.visitkorea.or.kr/cms/resource/61/2747961_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/61/2747961_image2_1.JPG,Type3,127.2416353517,37.7803480262,6.0,20240725132931,29.0,,홀스킹덤 글램핑,11189,경기도,포천시,내촌면,내촌면
경기도 포천시 내촌면 신팔리,388-2,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2763397,28,20211027185147,http://tong.visitkorea.or.kr/cms/resource/06/2763506_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2763506_image2_1.jpg,Type3,127.2658177457,37.8324535116,6.0,20240729144738,29.0,,포천 베어스 글램핑 파크,11188,경기도,포천시,내촌면,내촌면
경기도 포천시 달인동로 201,199,31,,음식,음식점,한식,2856054,39,20220920130108,http://tong.visitkorea.or.kr/cms/resource/40/2856040_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2856040_image3_1.jpg,Type3,127.2979767471,37.8994740698,6.0,20240628160808,29.0,,운악산한함지,11123,경기도,포천시,화현면,화현면
경기도 포천시 담터길 339,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2908402,28,20221115134837,http://tong.visitkorea.or.kr/cms/resource/80/2908380_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/80/2908380_image3_1.JPG,Type3,127.1896706647,38.1609526723,6.0,20241203171159,29.0,,담터금학캠핑장,11100,경기도,포천시,관인면,관인면
경기도 포천시 마전길 237-1,,31,,음식,음식점,서양식,2854596,39,20220916104300,http://tong.visitkorea.or.kr/cms/resource/87/2854587_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2854587_image3_1.jpg,Type3,127.2237906119,37.8467677439,6.0,20240207113358,29.0,,어느달,11165,경기도,포천시,가산면,가산면
경기도 포천시 봉화로 382-1,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2908690,28,20221115143532,http://tong.visitkorea.or.kr/cms/resource/67/2908667_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/67/2908667_image3_1.JPG,Type3,127.2783651238,37.883195053,6.0,20241202110354,29.0,,파인밸리펜션글램핑 2호점,11125,경기도,포천시,화현면,화현면
경기도 포천시 봉화로 515,,31,,음식,음식점,한식,2855852,39,20220920104346,http://tong.visitkorea.or.kr/cms/resource/43/2855843_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2855843_image3_1.jpg,Type3,127.2770815763,37.8945770358,6.0,20240619164058,29.0,,려원,11125,경기도,포천시,화현면,화현면
경기도 포천시 산정호수로 130,,31,,인문(문화/예술/역사),체험관광지,이색체험,2820292,12,20220517170200,http://tong.visitkorea.or.kr/cms/resource/61/2820261_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2820261_image2_1.jpg,Type3,127.2875587267,38.0729841938,6.0,20240529153302,29.0,,사르르목장,11104,경기도,포천시,영북면,영북면
경기도 포천시 산정호수로 366,,31,,음식,음식점,한식,2925343,39,20221130111712,http://tong.visitkorea.or.kr/cms/resource/41/2925341_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2925341_image3_1.jpg,Type3,127.3115872366,38.0677519139,6.0,20240705095650,29.0,,솟대,11103,경기도,포천시,영북면,영북면
경기도 포천시 산정호수로 374,,31,,음식,음식점,한식,2855945,39,20220920111741,http://tong.visitkorea.or.kr/cms/resource/36/2855936_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2855936_image3_1.jpg,Type3,127.3123427378,38.0672603184,6.0,20240131101515,29.0,,옛날전통된장집,11103,경기도,포천시,영북면,영북면
경기도 포천시 산정호수로 510-1,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2908538,28,20221115140856,http://tong.visitkorea.or.kr/cms/resource/19/2908519_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/19/2908519_image3_1.JPG,Type3,127.3184896307,38.0593308014,6.0,20240821131944,29.0,,산정호수돌고래캠핑장관광농원,11103,경기도,포천시,영북면,영북면
경기도 포천시 산정호수로 849-130,,31,,음식,음식점,카페/전통찻집,2922967,39,20221128093944,http://tong.visitkorea.or.kr/cms/resource/59/2922959_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2922959_image3_1.jpg,Type3,127.320463994,38.0747984765,6.0,20250117104307,29.0,,가비가배,11103,경기도,포천시,영북면,영북면
경기도 포천시 삼성당1길 42-1,,31,,음식,음식점,카페/전통찻집,2854761,39,20220916142107,http://tong.visitkorea.or.kr/cms/resource/58/2854758_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2854758_image3_1.jpg,Type3,127.1947568173,37.953896392,6.0,20250117113307,29.0,,그린그린그린,11136,경기도,포천시,신북면,신북면
경기도 포천시 삼육사로 1978,라동 1층,31,,음식,음식점,한식,2853441,39,20220914153146,http://tong.visitkorea.or.kr/cms/resource/33/2853433_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2853433_image3_1.jpg,Type3,127.1422252981,37.8655112955,6.0,20241226145517,29.0,,드리,11160,경기도,포천시,설운동,선단동
경기도 포천시 선정비로 58,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2908811,28,20221115150106,http://tong.visitkorea.or.kr/cms/resource/87/2908787_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/87/2908787_image3_1.JPG,Type3,127.215531861,37.8871156693,6.0,20240731111357,29.0,,폴라데이 캠핑장,11152,경기도,포천시,군내면,군내면
경기도 포천시 성장로 1287-13,,31,,음식,음식점,한식,2855065,39,20220919143037,http://tong.visitkorea.or.kr/cms/resource/61/2855061_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2855061_image3_1.jpg,Type3,127.3644806476,38.032840296,6.0,20240205165843,29.0,,향유갈비,11111,경기도,포천시,이동면,이동면
경기도 포천시 성장로 179,,31,,음식,음식점,한식,134221,39,20040219090000,,,,127.2784997632,38.0281087108,6.0,20241203095126,29.0,"031-532-6590, 0959",원조파주골순두부,11127,경기도,포천시,영중면,영중면
경기도 포천시 소흘읍 고모리,678-1,31,,인문(문화/예술/역사),휴양관광지,공원,2914808,12,20221122112517,http://tong.visitkorea.or.kr/cms/resource/73/3458773_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/3458773_image3_1.jpg,Type1,127.1643114573,37.7940311361,6.0,20250327180831,29.0,,고모호수공원,11185,경기도,포천시,소흘읍,소흘읍
경기도 포천시 소흘읍 고모리,691,31,,음식,음식점,카페/전통찻집,2854746,39,20220916135650,http://tong.visitkorea.or.kr/cms/resource/44/2854744_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2854744_image3_1.jpg,Type3,127.1607589199,37.7969307341,6.0,20240402153438,29.0,,고모리691,11185,경기도,포천시,소흘읍,소흘읍
경기도 포천시 소흘읍 광릉수목원로 415,,31,0.0,인문(문화/예술/역사),문화시설,박물관,130187,14,20071106104612,http://tong.visitkorea.or.kr/cms/resource/46/3039046_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/3039046_image3_1.jpg,Type3,127.1633932497,37.7540329986,6.0,20241206144925,29.0,,국립수목원 산림박물관,11186,경기도,포천시,소흘읍,소흘읍
경기도 포천시 소흘읍 광릉수목원로 700-3,,31,,음식,음식점,한식,615520,39,20080827222217,http://tong.visitkorea.or.kr/cms/resource/30/1789630_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/1789630_image3_1.jpg,Type3,127.15784875,37.7735167408,6.0,20240823153035,29.0,031-543-3534,동이 씽씽장어와 호박오리,11186,경기도,포천시,소흘읍,소흘읍
경기도 포천시 소흘읍 광릉수목원로 700-5,,31,,음식,음식점,한식,134944,39,20050510090000,,,,127.1583598085,37.7737250592,6.0,20250319144847,29.0,031-541-6870,동이손만두,11186,경기도,포천시,소흘읍,소흘읍
경기도 포천시 소흘읍 광릉수목원로 975,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2762712,28,20211026222630,http://tong.visitkorea.or.kr/cms/resource/67/2762767_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/67/2762767_image2_1.JPG,Type3,127.1392087074,37.7762160881,6.0,20240729171240,29.0,,아프리카예술박물관캠핑장,11187,경기도,포천시,소흘읍,소흘읍
경기도 포천시 소흘읍 광릉수목원로779번길 120,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2728218,28,20210728225634,http://tong.visitkorea.or.kr/cms/resource/85/2728385_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2728385_image2_1.jpg,Type3,127.1443669125,37.7642981244,6.0,20240805000001,29.0,,솔개캠핑장,11187,경기도,포천시,소흘읍,소흘읍
경기도 포천시 소흘읍 광릉수목원로874번길 9,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2726680,28,20210722220145,http://tong.visitkorea.or.kr/cms/resource/59/2727059_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/59/2727059_image2_1.JPG,Type3,127.146280232,37.7780326714,6.0,20240718093823,29.0,,광릉해오름캠핑장,11187,경기도,포천시,소흘읍,소흘읍
경기도 포천시 소흘읍 솔모루로 9,,31,,쇼핑,쇼핑,사후면세점,2922547,38,20221101145248,http://tong.visitkorea.or.kr/cms/resource/70/2881270_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2881270_image3_1.jpg,Type3,127.1413071262,37.8243855161,6.0,20240324145715,29.0,,홈플러스 포천송우,11180,경기도,포천시,소흘읍,소흘읍
경기도 포천시 소흘읍 이가팔리,,31,,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,3011170,12,20230914174735,http://tong.visitkorea.or.kr/cms/resource/16/3003816_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/3003816_image3_1.jpg,Type3,127.1607554229,37.8218611637,6.0,20241126142820,29.0,,에덴농장,11181,경기도,포천시,소흘읍,소흘읍
경기도 포천시 소흘읍 이동교리,,31,,인문(문화/예술/역사),휴양관광지,테마공원,3075864,12,20230915114502,,,,127.1289360327,37.8244241756,6.0,20241111145543,29.0,,송우관광농원 페리아도 워터파크,11184,경기도,포천시,소흘읍,소흘읍
경기도 포천시 소흘읍 죽엽산로 452,,31,0.0,자연,자연관광지,강,125521,12,20020430090000,http://tong.visitkorea.or.kr/cms/resource/78/3458778_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/3458778_image3_1.jpg,Type1,127.1638252451,37.7990722068,6.0,20250318205748,29.0,,고모저수지,11185,경기도,포천시,소흘읍,소흘읍
경기도 포천시 소흘읍 죽엽산로 559,,31,,음식,음식점,한식,2752726,39,20211005190718,http://tong.visitkorea.or.kr/cms/resource/02/2752902_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2752902_image2_1.jpg,Type3,127.1643450504,37.7849127541,6.0,20240731103027,29.0,,삼낙촌,11186,경기도,포천시,소흘읍,소흘읍
경기도 포천시 소흘읍 죽엽산로 645,,31,0.0,인문(문화/예술/역사),휴양관광지,테마공원,2751581,12,20210930013408,http://tong.visitkorea.or.kr/cms/resource/18/2751618_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2751618_image2_1.jpg,Type3,127.1653673817,37.7779135879,6.0,20250324153309,29.0,,주파크,11186,경기도,포천시,소흘읍,소흘읍
경기도 포천시 소흘읍 직동길 37,,31,,레포츠,수상 레포츠,바다낚시,2753816,28,20211006213502,http://tong.visitkorea.or.kr/cms/resource/88/2753788_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2753788_image2_1.jpg,Type3,127.1690951502,37.7664455466,6.0,20240717221707,29.0,,수목원낚시터,11186,경기도,포천시,소흘읍,소흘읍
경기도 포천시 소흘읍 직동길 44,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2739359,28,20210902192937,http://tong.visitkorea.or.kr/cms/resource/91/2739491_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2739491_image2_1.jpg,Type3,127.1696978664,37.7666733088,6.0,20240731094444,29.0,,광릉숲이야기캠핑장,11186,경기도,포천시,소흘읍,소흘읍
경기도 포천시 소흘읍 직동길 44,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2739359,28,20210902192937,http://tong.visitkorea.or.kr/cms/resource/91/2739491_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2739491_image2_1.jpg,Type3,127.1696978664,37.7666733088,6.0,20240731094444,29.0,,광릉숲이야기캠핑장,11186,경기도,포천시,소흘읍,소흘읍
경기도 포천시 소흘읍 직동길 44,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",3078270,28,20240103134840,,,,127.1696978664,37.7666733088,6.0,20240103204356,29.0,,광릉숲이야기캠핑장,11186,경기도,포천시,소흘읍,소흘읍
경기도 포천시 소흘읍 직동길 44,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",3078270,28,20240103134840,,,,127.1696978664,37.7666733088,6.0,20240103204356,29.0,,광릉숲이야기캠핑장,11186,경기도,포천시,소흘읍,소흘읍
경기도 포천시 소흘읍 직동길 48,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2744418,28,20210914211725,http://tong.visitkorea.or.kr/cms/resource/07/2744207_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/07/2744207_image2_1.JPG,Type3,127.1694034278,37.7673898861,6.0,20240724110549,29.0,,연지곤지팜캠핑장,11186,경기도,포천시,소흘읍,소흘읍
경기도 포천시 솔모루로58번길 4-1,,31,,음식,음식점,한식,2854711,39,20220916131145,http://tong.visitkorea.or.kr/cms/resource/01/2854701_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2854701_image3_1.jpg,Type3,127.1451122602,37.8269519529,6.0,20240702173354,29.0,,갈비장터,11179,경기도,포천시,소흘읍,소흘읍
경기도 포천시 수입로 12,,31,,음식,음식점,한식,2856002,39,20220920114419,http://tong.visitkorea.or.kr/cms/resource/91/2855991_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2855991_image3_1.jpg,Type3,127.3279747232,37.9699414058,6.0,20240213163311,29.0,,옹기골만찬쌈밥,11118,경기도,포천시,일동면,일동면
경기도 포천시 수입로 348,,31,,음식,음식점,한식,2854581,39,20220916103832,http://tong.visitkorea.or.kr/cms/resource/70/2854570_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2854570_image3_1.jpg,Type3,127.3145418555,37.9959186846,6.0,20240214135518,29.0,,금강산 매운 갈비찜,11115,경기도,포천시,일동면,일동면
경기도 포천시 숯골길 325,,31,,음식,음식점,한식,2854575,39,20220916103748,http://tong.visitkorea.or.kr/cms/resource/66/2854566_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2854566_image3_1.jpg,Type3,127.2549072249,38.1312406775,6.0,20240222131206,29.0,,벚골도토리막국수,11101,경기도,포천시,관인면,관인면
경기도 포천시 신북면 간자동길 138-100,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2730831,28,20210804201404,http://tong.visitkorea.or.kr/cms/resource/71/2730971_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2730971_image2_1.jpg,Type3,127.1500881279,37.9729239122,6.0,20240731104357,29.0,,유식물원오토캠핑장,11137,경기도,포천시,신북면,신북면
경기도 포천시 신북면 간자동길 138-74,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2728539,28,20210729190819,http://tong.visitkorea.or.kr/cms/resource/22/2728622_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2728622_image2_1.jpg,Type3,127.1518185634,37.9716102083,6.0,20240607171043,29.0,,나무새캠핑장,11137,경기도,포천시,신북면,신북면
경기도 포천시 신북면 깊이울로 103,,31,,음식,음식점,한식,2770770,39,20211109212747,,,,127.1776425141,37.926479833,6.0,20250328133726,29.0,,고향나들이,11136,경기도,포천시,신북면,신북면
경기도 포천시 신북면 깊이울로 141,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2737955,28,20210831191856,http://tong.visitkorea.or.kr/cms/resource/03/2763203_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2763203_image2_1.jpg,Type3,127.1753344699,37.9237801057,6.0,20250107141615,29.0,,깊이울관광농원,11136,경기도,포천시,신북면,신북면
경기도 포천시 신북면 깊이울로 188-4,,31,,음식,음식점,카페/전통찻집,2783633,39,20211130214411,http://tong.visitkorea.or.kr/cms/resource/71/2783871_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2783871_image3_1.jpg,Type3,127.1703238336,37.9232023039,6.0,20250106153451,29.0,,고풍,11136,경기도,포천시,신북면,신북면
경기도 포천시 신북면 깊이울로 200,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2749921,28,20210927233315,http://tong.visitkorea.or.kr/cms/resource/09/2749609_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2749609_image2_1.jpg,Type3,127.1690656579,37.9217468952,6.0,20240717221412,29.0,,깊이울달빛캠핑장,11136,경기도,포천시,신북면,신북면
경기도 포천시 신북면 깊이울로 221,,31,0.0,인문(문화/예술/역사),휴양관광지,공원,2777870,12,20211123183440,http://tong.visitkorea.or.kr/cms/resource/80/2777980_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2777980_image3_1.jpg,Type3,127.168796273,37.9205414753,6.0,20250328110732,29.0,,깊이울유원지,11136,경기도,포천시,신북면,신북면
경기도 포천시 신북면 깊이울로 88,(신북면) 일대,31,0.0,인문(문화/예술/역사),체험관광지,이색거리,612940,12,20080821183642,http://tong.visitkorea.or.kr/cms/resource/12/2480412_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2480412_image2_1.jpg,Type3,127.1794978637,37.9276936139,6.0,20250328145605,29.0,,신북 오리촌,11136,경기도,포천시,신북면,신북면
경기도 포천시 신북면 만세교리,,31,,인문(문화/예술/역사),휴양관광지,공원,3011243,12,20230915110720,http://tong.visitkorea.or.kr/cms/resource/16/3003916_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/3003916_image3_1.jpg,Type3,127.2428163147,37.9537556206,6.0,20250306175458,29.0,,포천축구공원,11139,경기도,포천시,신북면,신북면
경기도 포천시 신북면 상아골길 55,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2749767,28,20210927222256,http://tong.visitkorea.or.kr/cms/resource/70/2749970_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2749970_image2_1.jpg,Type3,127.1281022206,37.9395746249,6.0,20240722134337,29.0,,금동산야,11137,경기도,포천시,신북면,신북면
경기도 포천시 신북면 신평로222번길 12-48,,31,0.0,인문(문화/예술/역사),역사관광지,유적지/사적지,848248,12,20091030182735,http://tong.visitkorea.or.kr/cms/resource/80/1193980_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/1193980_image3_1.jpg,Type3,127.2161163232,37.9419398436,6.0,20250327152540,29.0,,인평대군묘 및 신도비,11138,경기도,포천시,신북면,신북면
경기도 포천시 신북면 신평로222번길 12-48,,31,0.0,인문(문화/예술/역사),건축/조형물,기념탑/기념비/전망대,848256,12,20091030182907,http://tong.visitkorea.or.kr/cms/resource/52/2874952_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2874952_image3_1.jpg,Type3,127.2161163232,37.9419398436,6.0,20240529140349,29.0,,인평대군치제문비,11138,경기도,포천시,신북면,신북면
경기도 포천시 신북면 신평로72번길 1-5,,31,0.0,인문(문화/예술/역사),역사관광지,유적지/사적지,129481,12,20070319090000,,,,127.2290343491,37.9500835744,6.0,20250319171028,29.0,,용연서원,11138,경기도,포천시,신북면,신북면
경기도 포천시 신북면 심곡리 616,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2749841,28,20210927225958,http://tong.visitkorea.or.kr/cms/resource/97/2749697_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2749697_image2_1.jpg,Type3,127.1772452269,37.9299599751,6.0,20240809140854,29.0,,닥박골 휴양림,,경기도,포천시,신북면,신북면
경기도 포천시 신북면 아트밸리로 184-1,,31,,인문(문화/예술/역사),휴양관광지,테마공원,3474424,12,20250210163005,http://tong.visitkorea.or.kr/cms/resource/82/3474382_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3474382_image3_1.jpg,Type3,127.2334346909,37.9245505212,6.0,20250319171154,29.0,,아트밸리1999,11139,경기도,포천시,신북면,신북면
경기도 포천시 신북면 아트밸리로 234,,31,0.0,인문(문화/예술/역사),산업관광지,기타,2464201,12,20161220014604,http://tong.visitkorea.or.kr/cms/resource/78/3331978_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/3331978_image3_1.jpg,Type3,127.2389925377,37.9238257074,6.0,20250318204322,29.0,,포천아트밸리 (한탄강 유네스코 세계지질공원),11139,경기도,포천시,신북면,신북면
경기도 포천시 신북면 아트밸리로 234,,31,0.0,자연,자연관광지,자연생태관광지,2648106,12,20200219022310,http://tong.visitkorea.or.kr/cms/resource/04/2648104_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2648104_image2_1.jpg,Type3,127.2365177729,37.9235007,6.0,20250325134134,29.0,,포천아트밸리 천문과학관,11139,경기도,포천시,신북면,신북면
경기도 포천시 신북면 청신로 1215,,31,,음식,음식점,한식,1909808,39,20140401020217,,,,127.1497775669,37.9549926656,6.0,20250319154150,29.0,031-536-5362,청산별미,11137,경기도,포천시,신북면,신북면
경기도 포천시 신북면 청신로 571,,31,0.0,인문(문화/예술/역사),휴양관광지,온천/욕장/스파,1601852,12,20120413185156,,,,127.104347832,37.9742534793,6.0,20241206135859,29.0,,신북리조트 스프링폴,11137,경기도,포천시,신북면,신북면
경기도 포천시 신북면 청신로 571,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2740975,28,20210907222512,http://tong.visitkorea.or.kr/cms/resource/50/2741150_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2741150_image2_1.jpg,Type3,127.1043978253,37.9743284711,6.0,20240528130441,29.0,,신북온천글램핑장,11137,경기도,포천시,신북면,신북면
경기도 포천시 신북면 청신로1196번길 56,,31,0.0,자연,자연관광지,수목원,2770963,12,20211109224228,,,,127.1508026709,37.9481851456,6.0,20250319134628,29.0,,나남수목원,11137,경기도,포천시,신북면,신북면
경기도 포천시 신북면 청신로1341번길 10-20,,31,0.0,인문(문화/예술/역사),체험관광지,이색체험,2717423,12,20210517223813,,,,127.1580072674,37.9584924074,,20240531142322,29.0,010-9880-1057,힐데루시 자연치유 협동조합,11137,경기도,포천시,신북면,신북면
경기도 포천시 신북면 청신로947번길 207,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2752055,28,20210930235211,http://tong.visitkorea.or.kr/cms/resource/87/2752087_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2752087_image2_1.jpg,Type3,127.135261529,37.9790479274,6.0,20240729175354,29.0,,삼정오토캠핑장,11137,경기도,포천시,신북면,신북면
경기도 포천시 신북면 청신로947번길 35,,31,,인문(문화/예술/역사),체험관광지,이색체험,3023048,12,20231023181457,http://tong.visitkorea.or.kr/cms/resource/83/3022983_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3022983_image3_1.jpg,Type3,127.1318066962,37.9650717178,6.0,20250107133543,29.0,1644-1997,포천 허브힐링센터,11137,경기도,포천시,신북면,신북면
경기도 포천시 신북면 청신로947번길 35 허브아일랜드,,31,,쇼핑,쇼핑,사후면세점,2908311,38,20221031184309,http://tong.visitkorea.or.kr/cms/resource/55/2881255_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2881255_image3_1.jpg,Type3,127.1288569556,37.9654216227,6.0,20240324120643,29.0,,허브아일랜드영농조합법인,11137,경기도,포천시,신북면,신북면
경기도 포천시 신북면 청신로947번길 51,,31,0.0,인문(문화/예술/역사),산업관광지,기타,127695,12,20030702090000,,,,127.1334898415,37.9662355012,6.0,20250318205430,29.0,,허브아일랜드,11137,경기도,포천시,신북면,신북면
경기도 포천시 신북면 탑신로 1066,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2729982,28,20210803202107,http://tong.visitkorea.or.kr/cms/resource/12/2730212_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2730212_image3_1.jpg,Type3,127.1359542063,37.9420994734,6.0,20250319090452,29.0,,수목원프로방스 캠핑장,11137,경기도,포천시,신북면,신북면
경기도 포천시 신북면 탑신로 1130,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2727471,28,20210727194555,http://tong.visitkorea.or.kr/cms/resource/52/2727652_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2727652_image2_1.jpg,Type3,127.1274771429,37.9442212935,6.0,20240805000001,29.0,,상아골계곡오토캠핑장,11137,경기도,포천시,신북면,신북면
경기도 포천시 신북면 탑신로 1259-68,,31,,레포츠,육상 레포츠,"야영장,오토캠핑장",2729969,28,20210803201213,http://tong.visitkorea.or.kr/cms/resource/99/2730199_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2730199_image2_1.jpg,Type3,127.1160141114,37.9508119829,6.0,20240711165315,29.0,,포시즌스오토캠핑장,11137,경기도,포천시,신북면,신북면
