addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,ADM_NM
서울특별시 송파구 송이로 162,"1, 2층",1,,음식,음식점,중식,2840043,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/34/2840034_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2840034_image3_1.jpg,Type3,127.1249681,37.49266546,6,2.02402E+13,18,,취영루 송파점,5832,가락본동
서울특별시 송파구 가락로6길 3,,1,,음식,음식점,한식,2840031,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/26/2840026_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2840026_image3_1.jpg,Type3,127.1026727,37.49936706,6,2.02406E+13,18,,장칼집,5695,석촌동
서울특별시 송파구 강동대로3길 22 유천칡냉면,,1,,음식,음식점,한식,2840014,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/07/2840007_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2840007_image3_1.jpg,Type3,127.1155929,37.52855835,6,2.02401E+13,18,,유천냉면 본점,5537,풍납2동
서울특별시 송파구 송파대로 108,1층,1,,음식,음식점,한식,2839997,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/86/2839986_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2839986_image3_1.jpg,Type3,127.1257962,37.48053077,6,2.02401E+13,18,,수원집,5817,장지동
서울특별시 송파구 위례성대로 6 현대토픽스,2층,1,,음식,음식점,한식,2839980,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/78/2839978_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2839978_image3_1.jpg,Type3,127.1131657,37.51689299,6,2.02401E+13,18,,산들해 송파점,5544,방이2동
서울특별시 송파구 오금로18길 4 I.D.C빌딩,,1,,음식,음식점,한식,2839975,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/70/2839970_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2839970_image3_1.jpg,Type3,127.1107217,37.51053535,6,2.02401E+13,18,,부부횟집,5619,송파1동
서울특별시 송파구 송이로 155,지하1층,1,,음식,음식점,한식,2839950,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/47/2839947_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2839947_image2_1.jpg,Type3,127.1250514,37.49336816,6,2.02402E+13,18,,명인밥상,5827,가락2동
서울특별시 송파구 백제고분로9길 34,1F,1,,음식,음식점,한식,2839940,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/36/2839936_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2839936_image3_1.jpg,Type3,127.0826548,37.50963217,6,2.02402E+13,18,,늘푸른목장 잠실본점,5563,잠실본동
서울특별시 송파구 위례성대로 134 한스빌딩,,1,,음식,음식점,한식,2839910,39,2.02208E+13,,,,127.1262619,37.51209378,6,2.02402E+13,18,,홈수끼,5638,방이1동
서울특별시 서대문구 증가로 10,,1,,음식,음식점,카페/전통찻집,2839897,39,2.02208E+13,,,,126.9316808,37.56942529,6,2.02408E+13,14,,피터팬1978,3698,연희동
서울특별시 서대문구 연희로15길 21,,1,,음식,음식점,중식,2839885,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/81/2839881_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2839881_image3_1.jpg,Type3,126.9305031,37.56843928,6,2.02401E+13,14,,목란,3703,연희동
서울특별시 강동구 성안로3길 27 주문진빌딩,,1,,음식,음식점,일식,2839642,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/41/2839641_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2839641_image3_1.jpg,Type3,127.1281363,37.52600609,6,2.02402E+13,2,,주문진,5402,성내1동
서울특별시 강동구 고덕로 104 오성빌딩,,1,,음식,음식점,한식,2839635,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/29/2839629_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2839629_image3_1.jpg,Type3,127.1368181,37.55454182,6,2.02402E+13,2,,육대쌈 암사점,5255,암사1동
서울특별시 강동구 동남로 588,,1,,음식,음식점,한식,2839618,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/16/2839616_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2839616_image3_1.jpg,Type3,127.1480956,37.52697301,6,2.02401E+13,2,,산수고원,5357,둔촌2동
서울특별시 강동구 명일로 200-16,,1,,음식,음식점,한식,2839606,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/95/2839595_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2839595_image3_1.jpg,Type3,127.1466954,37.53657464,6,2.02402E+13,2,,봉래면옥,5349,길동
서울특별시 강동구 성내로 52 성원빌딩,,1,,음식,음식점,한식,2839588,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/82/2839582_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2839582_image3_1.jpg,Type3,127.1257115,37.52836966,6,2.02401E+13,2,,버섯잔치집 본점,5399,성내1동
서울특별시 강동구 양재대로 1406,,1,,음식,음식점,한식,2839571,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/65/2839565_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2839565_image3_1.jpg,Type3,127.1381658,37.53150841,6,2.02402E+13,2,,백제추어탕 본점,5363,둔촌2동
서울특별시 강동구 동남로 710 마드레,,1,,음식,음식점,한식,2839559,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/52/2839552_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2839552_image3_1.jpg,Type3,127.1524005,37.5373191,6,2.02401E+13,2,,마드레,5357,둔촌2동
서울특별시 강동구 천호대로200길 15-16,,1,,음식,음식점,카페/전통찻집,2839542,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/34/2839534_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2839534_image3_1.jpg,Type3,127.1504007,37.53605533,6,2.02402E+13,2,,디자인카페허브,5358,둔촌2동
서울특별시 강동구 양재대로103길 70 강동아너스빌,1층 101호 102호,1,,음식,음식점,한식,2839528,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/17/2839517_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2839517_image3_1.jpg,Type3,127.1342078,37.53403582,6,2.02402E+13,2,,꿀꿀진순대 강동본점,5373,성내3동
서울특별시 강동구 양재대로 1416,,1,,음식,음식점,한식,2839510,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/99/2839499_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2839499_image3_1.jpg,Type3,127.1385935,37.53230833,6,2.02401E+13,2,,강동해물찜해천탕,5363,둔촌2동
서울특별시 강동구 상일로6길 39 강동타워,,1,,음식,음식점,한식,2839494,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/86/2839486_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2839486_image3_1.jpg,Type3,127.1753647,37.54985695,6,2.02402E+13,2,,강동반상,5288,상일2동
서울특별시 강동구 아리수로61길 33,,1,,음식,음식점,서양식,2839476,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/69/2839469_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2839469_image3_1.jpg,Type3,127.1498472,37.56321883,6,2.02401E+13,2,,33Acre,5204,고덕1동
서울특별시 송파구 송파대로 471,,1,,음식,음식점,한식,2839458,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/49/2839449_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2839449_image3_1.jpg,Type3,127.1040779,37.50809385,6,2.02401E+13,18,,오모리찌개 잠실본점,5609,석촌동
서울특별시 송파구 백제고분로 357 근양프라자,,1,,음식,음식점,중식,2839440,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/35/2839435_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2839435_image3_1.jpg,Type3,127.1056556,37.50499424,6,2.02402E+13,18,,송쉐프,5616,석촌동
서울특별시 송파구 오금로31길 42,,1,,음식,음식점,한식,2839421,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/05/2839405_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2839405_image3_1.jpg,Type3,127.1233678,37.5093385,6,2.02401E+13,18,,방이샤브샤브칼국수 방이본점,5646,방이1동
서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰,4F,1,,음식,음식점,서양식,2839397,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/92/2839392_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2839392_image3_1.jpg,Type3,127.1040305,37.51424591,6,2.02402E+13,18,,바이킹스워프 롯데월드몰점,5551,잠실6동
서울특별시 동대문구 한빛로 28 (신설동),,1,,음식,음식점,한식,2839360,39,2.02208E+13,,,,127.0259553,37.57792044,6,2.02503E+13,11,,한상차림밥상,2580,용신동
서울특별시 성북구 종암로14길 6-21,,1,,음식,음식점,한식,2839337,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/33/2839333_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2839333_image3_1.jpg,Type3,127.0361594,37.59634071,6,2.02402E+13,17,,큰대문집,2800,종암동
서울특별시 성북구 화랑로 304 진성38 빌딩,1층,1,,음식,음식점,카페/전통찻집,2839324,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/15/2839315_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2839315_image3_1.jpg,Type3,127.0622259,37.61343641,6,2.02501E+13,17,,그레도제빵사,2781,석관동
서울특별시 성북구 정릉로 237-2,,1,,음식,음식점,한식,2839306,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/98/2839298_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2839298_image3_1.jpg,Type3,127.0108003,37.60536698,6,2.02402E+13,17,,청수장,2710,정릉2동
서울특별시 성북구 성북로31길 65,,1,,음식,음식점,카페/전통찻집,2839284,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/75/2839275_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2839275_image3_1.jpg,Type3,126.9886221,37.59465116,6,2.02402E+13,17,,조셉의커피나무,2879,성북동
서울특별시 성북구 돌곶이로 215,,1,,음식,음식점,한식,2839266,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/63/2839263_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2839263_image3_1.jpg,Type3,127.0460412,37.61859941,6,2.02401E+13,17,,장위기사식당,2754,장위1동
서울특별시 성북구 안암로 61-6,,1,,음식,음식점,한식,2839255,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/43/2839243_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2839243_image3_1.jpg,Type3,127.0284799,37.58245052,6,2.02402E+13,17,,이공김밥 안암본점,2855,안암동
서울특별시 성북구 선잠로2다길 13-13,지하1층,1,,음식,음식점,카페/전통찻집,2839237,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/21/2839221_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2839221_image3_1.jpg,Type3,126.9996348,37.59877866,6,2.02401E+13,17,,오버스토리,2824,성북동
서울특별시 성북구 혜화로 80,,1,,음식,음식점,서양식,2839212,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/02/2839202_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2839202_image3_1.jpg,Type3,126.9989962,37.5926488,6,2.02402E+13,17,,오박사네왕돈까스 본점,2880,성북동
서울특별시 성북구 고려대로1길 35-1,,1,,음식,음식점,중식,2839196,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/89/2839189_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2839189_image3_1.jpg,Type3,127.0190417,37.58712203,6,2.02402E+13,17,,안동반점,2851,보문동
서울특별시 성북구 창경궁로35다길 140,,1,,음식,음식점,서양식,2839181,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/72/2839172_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2839172_image3_1.jpg,Type3,126.9993517,37.59253493,6,2.02401E+13,17,,서울왕돈까스,2880,성북동
서울특별시 성북구 혜화로 88,2층,1,,음식,음식점,서양식,2839130,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/21/2839121_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2839121_image3_1.jpg,Type3,126.9982101,37.59282654,6,2.02401E+13,17,,문화식당,2880,성북동
서울특별시 성북구 개운사길 45,,1,,음식,음식점,한식,2839112,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/99/2839099_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2839099_image3_1.jpg,Type3,127.0290797,37.58845261,6,2.02401E+13,17,,동우설렁탕 본점,2842,안암동
서울특별시 성북구 대사관로 133,1층,1,,음식,음식점,카페/전통찻집,2839091,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/83/2839083_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2839083_image3_1.jpg,Type3,126.9951408,37.60077279,6,2.02402E+13,17,,네이버후드,2822,성북동
서울특별시 성북구 삼선교로24길 29,,1,,음식,음식점,중식,2839074,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/65/2839065_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2839065_image3_1.jpg,Type3,127.0161225,37.58886622,6,2.02401E+13,17,,공푸,2862,삼선동
서울특별시 성북구 개운사길 14,,1,,음식,음식점,한식,2839061,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/47/2839047_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2839047_image3_1.jpg,Type3,127.0294741,37.58705833,6,2.02402E+13,17,,고른햇살,2842,안암동
서울특별시 강동구 동남로51길 9,,1,,음식,음식점,서양식,2839004,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/97/2838997_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2838997_image3_1.jpg,Type3,127.1496369,37.53313343,6,2.02401E+13,2,,꼼떼 바베큐 둔촌본점,5358,둔촌2동
서울특별시 광진구 능동로13길 39 한아름건물,1층,1,,음식,음식점,일식,2838508,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/02/2838502_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2838502_image3_1.jpg,Type3,127.0701494,37.54370855,6,2.02402E+13,6,,호야초밥참치 본점,5016,화양동
서울특별시 광진구 능동로32길 6,,1,,음식,음식점,일식,2838491,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/85/2838485_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2838485_image3_1.jpg,Type3,127.0789316,37.55524625,6,2.02401E+13,6,,이이요,4989,능동
서울특별시 광진구 자양로 324 약수목욕탕,1층,1,,음식,음식점,한식,2838474,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/68/2838468_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2838468_image3_1.jpg,Type3,127.0941553,37.55416054,6,2.02402E+13,6,,원조할아버지손두부,4956,구의2동
서울특별시 광진구 아차산로 482 양촌리식당,,1,,음식,음식점,한식,2838462,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/54/2838454_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2838454_image3_1.jpg,Type3,127.0954944,37.5405927,6,2.02402E+13,6,,양촌리화로구이,5117,구의3동
서울특별시 광진구 구의강변로 86,,1,,음식,음식점,일식,2838426,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/23/2838423_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2838423_image3_1.jpg,Type3,127.0940557,37.53816795,6,2.02405E+13,6,,스시텐,5117,구의3동
서울특별시 광진구 뚝섬로27길 48,,1,,음식,음식점,중식,2838417,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/08/2838408_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2838408_image3_1.jpg,Type3,127.0665277,37.53796193,6,2.02402E+13,6,,송화산시도삭면,5075,자양4동
서울특별시 강동구 풍성로 206,,1,,음식,음식점,한식,2838314,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/05/2838305_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2838305_image3_1.jpg,Type3,127.1346023,37.52913918,6,2.02401E+13,2,,오늘손칼국수&찜 강동본점,5404,성내3동
서울특별시 강북구 삼양로181길 142 옥류정,,1,,음식,음식점,카페/전통찻집,2838291,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/85/2838285_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2838285_image3_1.jpg,Type3,127.0079349,37.6695789,6,2.02401E+13,3,,옥류헌릴렉스,1000,우이동
서울특별시 강북구 도봉로101길 45,,1,,음식,음식점,한식,2838259,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/53/2838253_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2838253_image3_1.jpg,Type3,127.0283726,37.6440128,6,2.02401E+13,3,,수유손칼국수,1055,수유3동
서울특별시 강동구 올림픽로48길 23-12 가람빌딩,1층,1,,음식,음식점,카페/전통찻집,2838220,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/05/2838205_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2838205_image3_1.jpg,Type3,127.1218785,37.52955001,6,2.02401E+13,2,,커피몽타주,5398,성내1동
서울특별시 강동구 올림픽로 803,"1층, 2층",1,,음식,음식점,한식,2838191,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/83/2838183_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2838183_image3_1.jpg,Type3,127.1281522,37.55292797,6,2.02402E+13,2,,청진생등심,5241,암사2동
서울특별시 강동구 고덕로 89,2층,1,,음식,음식점,일식,2838174,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/69/2838169_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2838169_image3_1.jpg,Type3,127.1353015,37.55498619,6,2.02402E+13,2,,주양두리돈까스,5237,암사3동
서울특별시 은평구 증산로 413 동현빌딩,,1,,음식,음식점,한식,2837964,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/49/2837949_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2837949_image3_1.jpg,Type3,126.9138623,37.5931861,6,2.02402E+13,22,,봉희설렁탕 본점,3452,신사1동
서울특별시 용산구 한강대로 186,,1,,음식,음식점,한식,2837937,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/32/2837932_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2837932_image3_1.jpg,Type3,126.973989,37.5349134,6,2.02402E+13,21,,평양집,4382,한강로동
서울특별시 용산구 이촌로54길 17,,1,,음식,음식점,한식,2837921,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/11/2837911_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2837911_image3_1.jpg,Type3,126.96759,37.52063994,6,2.02503E+13,21,,이촌동면옥,4427,이촌1동
서울특별시 용산구 서빙고로 297,,1,,음식,음식점,한식,2837902,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/00/2837900_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2837900_image3_1.jpg,Type3,126.996429,37.52130705,6,2.02402E+13,21,,돈까스잔치 동빙고점,4397,서빙고동
서울특별시 성동구 뚝섬로9길 20,2층,1,,음식,음식점,서양식,2837773,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/40/2843240_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2843240_image3_1.jpg,Type3,127.056248,37.53998651,6,2.02402E+13,16,,성수다락,4784,성수2가1동
서울특별시 성동구 연무장7길 4 해피드림,,1,,음식,음식점,한식,2837198,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/96/2837196_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2837196_image3_1.jpg,Type3,127.0546231,37.54305279,6,2.02406E+13,16,,소문난성수감자탕 별관,4782,성수2가3동
서울특별시 송파구 동남로 309 버드나무식당,,1,,음식,음식점,한식,2836682,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/79/2836679_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2836679_image3_1.jpg,Type3,127.1375861,37.50311725,6,2.02402E+13,18,,오금버드나무집,5729,오금동
서울특별시 성동구 무학로12길 3 대도식당,,1,,음식,음식점,한식,2836670,39,2.02208E+13,,,,127.0306163,37.56732731,6,2.02503E+13,16,,대도식당 왕십리본점,4706,왕십리도선동
서울특별시 성북구 정릉로 364,,1,,음식,음식점,한식,2836651,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/44/2836644_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2836644_image3_1.jpg,Type3,127.0236687,37.60152599,6,2.02402E+13,17,,갈비명가이상 돈암본관,2807,돈암1동
서울특별시 금천구 시흥대로136길 1,,1,,음식,음식점,한식,2836634,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/32/2836632_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2836632_image3_1.jpg,Type3,126.899342,37.4723971,6,2.02402E+13,8,,순댕이네얼큰수제비,8545,독산3동
서울특별시 구로구 새말로 97 신도림테크노마트,10층 14호,1,,음식,음식점,한식,2836621,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/14/2836614_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2836614_image3_1.jpg,Type3,126.8902419,37.50709568,6,2.02401E+13,7,,신도림전주관,8288,구로5동
서울특별시 금천구 가산디지털1로 128 에스티엑스브이타워,110호,1,,음식,음식점,한식,2836567,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/60/2836560_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2836560_image3_1.jpg,Type3,126.8837683,37.47730459,6,2.02402E+13,8,,가산물갈비&백년불고기,8507,가산동
서울특별시 종로구 계동길 5,,1,,음식,음식점,카페/전통찻집,2836549,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/83/3079683_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3079683_image3_1.jpg,Type3,126.9866922,37.57757256,6,2.02411E+13,23,,어니언 안국,3059,가회동
서울특별시 용산구 후암로57길 3-10,,1,,음식,음식점,중식,2836432,39,2.02208E+13,,,,126.9746551,37.55325572,6,2.02401E+13,21,,태향,4324,남영동
서울특별시 강동구 강동대로 217 인택스파크뷰,,1,,음식,음식점,중식,2836327,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/26/2836326_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2836326_image3_1.jpg,Type3,127.130489,37.52346198,6,2.02402E+13,2,,차이나린찐,5407,성내3동
서울특별시 영등포구 선유로 176,,1,,음식,음식점,카페/전통찻집,2836272,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/57/2836257_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2836257_image3_1.jpg,Type3,126.8927438,37.52930982,6,2.02401E+13,20,,코끼리베이글,7255,양평1동
서울특별시 영등포구 선유로22길 3 유선빌딩,2층,1,,음식,음식점,일식,2836246,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/37/2836237_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2836237_image3_1.jpg,Type3,126.8903692,37.52165788,6,2.02402E+13,20,,이한스시,7291,양평1동
서울특별시 영등포구 선유로47길 16 오오1004빌딩,,1,,음식,음식점,한식,2836227,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/14/2836214_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2836214_image3_1.jpg,Type3,126.8954017,37.53592854,6,2.02405E+13,20,,또순이네집,7208,양평2동
서울특별시 강남구 테헤란로 521 파르나스타워,지하 1층 F-26호,1,,음식,음식점,이색음식점,2836200,39,2.02208E+13,,,,127.0608235,37.50924571,6,2.02401E+13,1,,허머스키친,6164,삼성1동
서울특별시 중랑구 신내역로1길 127-11,,1,,음식,음식점,카페/전통찻집,2836194,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/90/2836190_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2836190_image3_1.jpg,Type3,127.1086355,37.61789784,6,2.02402E+13,25,,카페브릭,2055,신내1동
서울특별시 중랑구 망우로 252 SC제일은행,,1,,음식,음식점,카페/전통찻집,2836188,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/84/2836184_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2836184_image3_1.jpg,Type3,127.0807248,37.5948639,6,2.02402E+13,25,,카페252,2136,상봉2동
서울특별시 중랑구 용마공원로5길 8,,1,,음식,음식점,한식,2836182,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/79/2836179_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2836179_image3_1.jpg,Type3,127.1015479,37.59450043,6,2.02402E+13,25,,용마해장국,2180,망우3동
서울특별시 종로구 백석동길 153,,1,,음식,음식점,카페/전통찻집,2836148,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/43/2836143_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2836143_image3_1.jpg,Type3,126.9679823,37.59547569,6,2.02402E+13,23,,산모퉁이,3020,부암동
서울특별시 종로구 진흥로 455,,1,,음식,음식점,한식,2836141,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/34/2836134_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2836134_image3_1.jpg,Type3,126.9589189,37.6072325,6,2.02401E+13,23,,구기동오면,3007,평창동
서울특별시 은평구 대서문길 43-16,,1,,음식,음식점,한식,2836111,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/06/2836106_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2836106_image3_1.jpg,Type3,126.9492545,37.65618774,6,2.02401E+13,22,,산들애건강밥상,3307,진관동
서울특별시 용산구 독서당로 124-7 태흥영화주식회사,,1,,음식,음식점,중식,2836098,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/93/2836093_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2836093_image3_1.jpg,Type3,127.0128076,37.53753879,6,2.02406E+13,21,,쥬에,4420,한남동
서울특별시 용산구 이태원로 240,"3,4,5층",1,,음식,음식점,카페/전통찻집,2836080,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/76/2836076_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2836076_image3_1.jpg,Type3,127.0001782,37.53616094,6,2.02401E+13,21,,앤트러사이트 한남점,4400,한남동
서울특별시 용산구 한강대로80길 17,,1,,음식,음식점,한식,2836064,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/53/2836053_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2836053_image3_1.jpg,Type3,126.9737916,37.54280136,6,2.02402E+13,21,,남영돈,4352,남영동
